V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3,sample_idx,loadcase,source,damage_state,damage_label
305.6587192385368,241.05573255934388,176.94418229335918,124.37319107665685,131.0441806899118,136.90276733864417,-145.75011350665847,-1.718309176770127,72.57043301106162,-1081.0164777814543,-837.5049034240935,-578.1226852851102,-1014.8184149525362,-790.4030204796885,-544.9921375118988,-935.9329442986201,-732.0376066432548,-488.5444386750932,42.53069746318769,184.51588129696964,308.1856510652413,89.47123771364318,271.72086100014633,443.2630502635449,34.1932019532307,283.54650877634424,485.6607387111188,0,135,generated,pristine,0
295.92993437602127,238.31709274656447,186.21148821523633,86.04147252525641,91.0420087178658,102.72411544419374,-147.74774978118305,-80.04510796686921,-26.628845896189315,-1087.518499389882,-848.9872467202252,-608.0404254684065,-1010.1341666724511,-766.4224754314164,-526.0148123102452,-912.1394529433555,-652.2224078097462,-439.1579953266663,79.04104936552093,250.21634588382526,392.9865908197985,139.944269420948,369.66978935027896,573.2968933662904,102.26595919277145,372.8302892937134,608.205723703888,1,135,generated,pristine,0
298.8928546733372,236.30042416913318,182.26254791863116,107.50988844537335,108.37177983534659,112.28935710935494,-127.67854562123324,-46.25110466675366,6.266966598001773,-1069.2189192280116,-825.7714820372892,-586.6742251993076,-969.6867053744907,-744.1308031103832,-496.84400894984407,-905.2731156406373,-642.7565632651562,-408.2205932697087,83.31123408024314,254.93561270418425,391.44394052885565,171.9659904452538,375.54376860380046,571.4220507555351,110.24276780648512,390.1825515670456,605.2715973964365,2,135,generated,pristine,0
339.12511822518456,259.4464627108471,169.62349681799668,151.26616875358965,118.46840041212609,90.55730928041295,-66.13913108297012,-47.80770918689583,-47.601521460348195,-1208.2744870872152,-921.6114615401341,-608.3172859320362,-1130.510528998539,-860.1987911775823,-604.0204650707435,-1010.210224356113,-771.4233629461112,-501.8939852721784,-102.1340379082736,60.121842808725035,206.09162043657136,-113.80914057858266,85.95111429102298,276.60352357780266,-134.22306884159588,56.13844129262202,299.52098942251956,3,135,generated,pristine,0
319.7831516131047,249.68131338459426,171.39104372048988,100.03163341400837,74.1138110675978,57.30458640227149,-135.23280328492834,-138.3803532768405,-98.20227574094093,-1173.0892982435926,-910.4811954232143,-626.0164768650717,-1078.6272022989326,-827.5198622939785,-581.1868767442245,-977.1321910548713,-713.6861904951836,-481.1396453595624,-51.74135253090995,128.88123487966894,290.43234367548314,-38.72424692922567,179.3762582913539,390.9824491894469,-88.66477424964586,149.08028779726948,412.33020630634326,4,135,generated,pristine,0
290.621806706017,228.82058517581532,165.96984389007295,104.53213715448678,82.48511767939426,73.64802062572936,-115.03548313377942,-87.44143460979157,-64.97131785988923,-1061.095304300377,-822.555198794362,-571.666511623745,-1012.1006566142827,-749.1601704399349,-504.04965776308245,-898.8543384167313,-645.3741782010375,-423.3673069001136,13.62693779139488,170.63000092718468,322.21482153017035,28.297225679054748,239.12801042603013,446.2169990501104,-14.178908296516795,219.31541383262626,456.4560290875339,5,135,generated,pristine,0
303.25020781658355,231.7039751622377,157.97138827887898,84.63120051961346,65.46750264785572,64.70036473918537,-174.5289541831019,-132.53370980268684,-55.10087964446688,-1111.1827820800584,-842.4180876585214,-555.7842181865503,-1031.350502132159,-752.7121374589927,-495.26690632163195,-917.3032435619584,-627.4329397157643,-391.6089826008698,-58.13123781496947,116.79669650508885,282.91034840926153,-62.03707112109032,168.8636814431111,394.37118022569234,-122.84660704640049,167.8474935388494,452.9356445718756,6,135,generated,pristine,0
292.28020427538473,216.36008159517215,148.70771052338077,105.81527928441034,77.4742148922228,63.99491377787685,-136.46497502143387,-80.66612016987453,-38.32357505437404,-1039.2735818339524,-769.4547397738684,-506.0148554451258,-938.8330193577456,-676.3716794706436,-419.22917967699357,-863.6561689136248,-557.4707390109827,-308.4025120203663,-9.757651258706716,178.6218021186333,329.7551505832099,33.05419765162594,250.2934369151166,468.3782714392804,-39.778627821647945,257.9223071579171,505.6707919328746,7,135,generated,pristine,0
311.70720661249584,230.70938916895523,151.41897629009844,55.333505083205694,36.06801018686742,36.760580098920684,-219.69038270842233,-172.1157839586609,-87.63488935393237,-1154.3486161278756,-863.6570718801639,-562.5676954687632,-1052.3514510437208,-763.7582496515076,-542.5496629935981,-884.1864370149008,-609.8914469913767,-434.8305804041353,-116.31329893409905,66.10675594154822,234.23851360200422,-173.8243820937636,94.05050473453139,320.0794976677189,-215.31052575182497,88.7658319353032,364.48853397006127,8,135,generated,pristine,0
263.0458454056845,214.44559711126834,171.0610389471885,51.65669680150036,47.679026126041336,66.39993700610249,-175.88217859416528,-160.414357462842,-83.6947511433249,-1005.8905129527359,-788.616999759875,-564.8408468933449,-950.7911565916047,-702.7898827473482,-482.4794405567535,-823.0573218344889,-575.5036067069764,-387.70938744843755,95.04053075322423,258.59935463229556,392.07242222740604,129.09546834485553,368.55129734513366,583.023843269115,112.47336145123512,366.5459331164136,629.9204189681165,9,135,generated,pristine,0
283.54265884778056,230.93203215260812,165.52000434807988,41.10489427994169,50.369359145037606,77.61095481311345,-214.66731101875123,-162.0221784284304,-84.6450095342818,-1108.9458750726787,-857.9416381652416,-568.6685313741928,-1043.4046404293588,-787.085327489051,-564.8862710118534,-949.2676452808626,-676.4788368366628,-436.027764054375,61.7212099640827,254.90975715491857,395.50921930993957,109.58733111606,359.4111861930175,558.6542389177346,46.05100551167925,354.10082435636497,624.5571735085017,10,135,generated,pristine,0
311.63764914735066,249.6124625769201,178.9272218773224,120.20707725429924,129.8507511946639,138.89577829381554,-110.01797104180334,-23.855387914837188,43.436279164211776,-1132.4329968963941,-871.3243214580068,-575.6074239964124,-1058.5496874887672,-828.2205296855838,-576.0366936781901,-1012.2448845893812,-769.5802686043551,-510.7687157674465,12.304709551368461,181.39468871247192,309.5158481865835,89.31836098994239,268.674756290942,442.9803497196594,39.02864566439433,273.49981547136974,489.70701148849776,11,135,generated,pristine,0
300.4413914020924,238.66921944535136,176.53093572406792,109.568945354405,110.98378615327368,105.26403622041715,-117.47214660384728,-33.62672055565824,-6.767880796587789,-1090.0158185290547,-840.6541769321977,-580.8744714148296,-1009.1472104195997,-772.6403463115855,-510.84725601195146,-950.0259097688123,-694.2583929516054,-418.9893454460096,-7.284360347882284,161.35190012341428,304.5840304696961,56.659691901612234,243.19302291679892,444.262826208616,10.595528688729019,243.72276912453538,467.20673103524575,12,135,generated,pristine,0
293.73386236433953,247.6626567229265,196.2627798385435,71.48356229192984,108.15500367608588,138.63922034139952,-161.3513699942866,-53.62179492722471,39.26173450602728,-1120.8733572309543,-882.4793412230765,-624.1453717133477,-1060.609919490954,-821.9824704651933,-573.0081489197058,-993.4064916170589,-742.0481282574518,-491.27458245042,58.85766585602781,235.3886891859251,360.70402251408535,129.9774974158213,361.4045647482627,552.5290724152537,109.08162527800249,387.2839853960106,603.1347872465502,13,135,generated,pristine,0
327.75874359781585,251.2449411158874,167.43791053209605,117.68842329709776,94.79486137923834,84.08202976453362,-140.8833242154274,-106.5810369552477,-38.690232267276805,-1176.5844210666805,-900.4368856462131,-596.3805103642321,-1091.6122943710875,-831.3928178981622,-571.3828661758319,-1014.8709454123581,-730.6018149928078,-475.7330984498132,-85.68343224608145,94.17467933069227,247.09010594535303,-79.43848715121851,135.07951392943647,333.9779455329374,-163.36248575609915,110.40452872680532,358.5326259705665,14,135,generated,pristine,0
303.9271794666174,238.12323496821597,168.85496484907853,128.66151609109951,140.83897175709694,142.91538404856777,-62.51291949274855,27.89577092828522,46.891754322400985,-1078.8641059291735,-821.4127942118303,-537.7428194649183,-1022.2162789788931,-790.8444706107757,-532.5231326415678,-979.6602769931023,-753.8605381092503,-489.0200157603604,16.04964832992627,161.83221787728328,286.33931073301403,60.48951298997463,238.55300572983268,400.9075676443874,60.54763674176297,234.8143246515937,436.5127320411949,15,135,generated,pristine,0
284.41957154168927,212.55115598706772,150.44915121457313,84.4324117506128,89.03892328073508,109.15534895882175,-108.4155069362099,-60.36019083550378,-48.548139755216226,-1040.0494350171145,-745.0559617192246,-450.9943182965287,-910.4918189634287,-671.7809316119119,-423.8265686997533,-844.4185176306992,-576.975843944265,-348.4027894476608,97.82025765781967,308.2298840842324,458.3326612084265,222.06319304949153,439.54064351898467,643.3401473446344,190.09328074609124,442.7480972882713,665.99917656106,16,135,generated,pristine,0
299.0650572955158,240.11596653771645,183.5477144991199,128.21914925338146,134.9274498964521,138.31753194728975,-78.39386948590962,-5.350190485613069,41.17436152964266,-1064.4106251328512,-824.5936497867917,-565.4178495503893,-996.9732914323888,-772.3294526463301,-517.8068140169619,-928.1620282960282,-703.0401099845903,-472.58833366239173,140.4070322698831,279.97427793829127,398.43079799868974,230.33643100644701,405.39208317201144,577.0564142698701,196.6526838226556,387.03119267646673,574.4993742660164,17,135,generated,pristine,0
322.9556445296994,249.85340077505373,175.4844764939162,96.17295643381021,75.01778726941441,67.64616916193977,-159.35709539347,-147.60425708985989,-66.29962714833302,-1192.6539158775395,-908.0078173632666,-615.9953306002561,-1068.3925847521705,-811.3397329100429,-556.2986615984745,-936.30353043997,-681.7701718857592,-454.5822803730977,-98.73131350050426,95.54520488303001,257.6946792673758,-87.2349995954429,145.56354630845885,373.09614664535945,-147.1590693227949,105.86161180124998,387.8868992831467,18,135,generated,pristine,0
