loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
103,1,DS47,52.0,79.2,8.55,simulated,287.8361271224944,224.6423602961356,154.95751716202807,119.30131007105494,103.8956253307148,107.80692551059137,-161.27749947262254,-28.93417364925777,48.21147635020961,-1031.6755569313468,-775.9564743955424,-517.5368286883939,-1001.8561385059957,-684.9042614019141,-463.87879522640594,-928.7749003725016,-625.8574568626912,-392.9899768899895,-9.316214187884952,136.03280024301074,267.54555108127715,28.16695672429654,189.6965638573305,391.66573994311676,-40.92333996347372,234.41572509431188,457.23335331675213
109,1,DS47,52.0,79.2,8.55,simulated,224.4895485674696,177.1087290536541,121.86874562243909,133.17730546067062,153.84222777029478,164.6368908222397,-19.65415677160168,120.79690680983032,212.95792000459338,-766.8901483330424,-567.102713427586,-359.34114887792873,-770.6257976032148,-538.8737894826445,-362.1823524455613,-760.9763955407013,-533.1809545817268,-361.05769145210377,-79.03125897820448,5.6071783574399205,75.66910352759538,-69.26628289777386,29.10491273629401,140.94374448376567,-111.48752893453235,93.57468166492362,231.45691051146855
116,1,DS47,52.0,79.2,8.55,simulated,247.43026440958167,202.50679630379122,147.34233744988623,139.26673970702885,163.7646162518061,190.0253275236372,-49.260932996673816,100.63734292251262,208.46925349418822,-851.990475604788,-653.550910293147,-437.79470351123814,-849.6075020934536,-618.8753883278424,-452.59394042753286,-821.3075724769948,-603.3257174856718,-455.4689955132972,-69.58933096628093,19.80174864283663,91.05747048826686,-45.18564812849684,58.10246697922008,172.47069914143,-88.02023146464808,129.96881281168962,277.3805429424866
11,1,DS47,52.0,79.2,8.55,simulated,266.1717008663066,217.82654850298573,158.86351528481836,156.2285221573027,185.8149690354152,208.70966733339088,-32.748932639658,134.75212549284043,253.75434896990512,-910.964559429585,-698.5987648996822,-471.1914788384569,-912.2499665792366,-665.1613481035962,-483.5727999054935,-890.8731078615599,-655.6595413404145,-493.9373280593009,-87.69276888332624,4.981496391650666,79.13854813782854,-66.01483797896896,41.385752883369975,160.2282227959439,-110.51765776389624,122.22691175404759,271.97582904040445
122,1,DS47,52.0,79.2,8.55,simulated,243.54124678855362,189.55349905036724,124.80565033036792,130.44302751001956,148.5428194032876,175.73861601430275,-73.73919945440622,75.253486255189,190.8373607893987,-844.0980035679672,-613.0564085443244,-363.03762402485074,-841.245093504191,-578.8913121579277,-380.81624951111354,-808.2755336781553,-561.7699418171779,-383.1254223846394,-51.13204205679904,50.528775677219386,133.79851247096497,-28.036482516995193,88.55946752976271,217.92864446866395,-73.58575804543159,159.98881206168164,334.3443761778286
123,1,DS47,52.0,79.2,8.55,simulated,195.36475236929388,159.28204951144107,116.45040536223472,112.11425783804317,131.1410050169438,147.70453079844475,-29.740594921579937,89.85479018568147,172.48405266845998,-671.0430478087379,-513.7913933906916,-347.94470540564214,-670.0665308501555,-485.3288378847228,-352.16000426552034,-651.8544252774528,-473.9557657912287,-349.16289540179207,-60.426411457451934,10.348816422064772,67.39231422924907,-44.235619969838666,38.25943361812054,131.54707347282573,-78.28796026478852,95.38395228313965,212.7489676942384
126,1,DS47,52.0,79.2,8.55,simulated,163.31656141437844,125.43407856546072,80.36440217143729,104.54838468576843,119.45318001062299,114.4593138932167,12.461836627793291,111.01300918608925,165.9406295681049,-550.2948974429853,-396.33641584272607,-234.7401333600535,-560.505857799185,-383.6710272733187,-235.79739613703532,-571.4575579026181,-390.7985486715309,-242.9465266530813,-79.14399798819211,-20.273851440398417,31.50005516600791,-84.49385604534129,-17.45908125404344,60.568973128268915,-121.92362387647418,21.586991387289657,110.00634486418457
129,1,DS47,52.0,79.2,8.55,simulated,296.90606043751416,241.53757237126513,177.47215260081293,134.38145548416622,135.85400407650806,162.31036130592312,-142.49746602432361,1.7435698540419866,94.09224933084116,-1052.705880563201,-814.8675420079212,-560.1142309296383,-1027.4358395941024,-736.9912649911664,-543.7483027579879,-956.4286809988481,-682.2451986349467,-492.5506511759181,-27.775690162266585,102.94530496209586,212.85573072157965,15.41783835800203,163.3894745546001,339.90711131865226,-48.08100222498007,220.7152798859576,426.8258467881344
132,1,DS47,52.0,79.2,8.55,simulated,335.7224152017364,257.90414123588164,167.98057239899478,96.52586700450306,39.192869641371345,24.39436858694792,-293.16514263680347,-190.50470971817907,-153.1062889866512,-1242.2997326291752,-940.2708580320258,-623.0735635469866,-1181.3914618848871,-794.6153429817539,-534.6196966696091,-1054.4420485185456,-690.593477116954,-415.7628147300833,56.95065369195129,255.40086036895076,444.0746240031616,114.39427063871199,324.91948206956545,589.1681025685181,13.017837210492303,329.1085849102727,599.4631074131232
135,1,DS47,52.0,79.2,8.55,simulated,304.929953742442,238.5730366166149,162.11500341282525,114.32096739145373,87.370561828371,87.20236973283566,-200.5396073760196,-80.43960701591355,-20.62015631102098,-1103.0572617931807,-835.3696965446715,-549.8936189476121,-1064.7749216124241,-731.5387073999242,-499.75656012755377,-976.438027962549,-661.8904354832081,-428.43092055825866,7.2409180560819095,165.60923420378685,309.57571147576687,51.279726590139205,222.9426588371607,433.93481583319686,-30.02781275022926,249.58062081536445,468.75788598641344
136,1,DS47,52.0,79.2,8.55,simulated,233.41752842323885,183.24505693356116,125.48821026352988,102.8726886839506,94.0054076739731,99.05427642415574,-112.26116805873349,-12.593939360331259,36.15474461190008,-829.5028412239287,-624.1542935055612,-403.99333788143264,-810.9317953400072,-560.638054166202,-381.3237869922574,-762.8466199322968,-519.071560937038,-333.44463927952364,-24.856800846079636,85.34497120912258,182.8500994364998,-0.6921384485144131,121.53121572176653,271.69819610886213,-61.95659468139888,149.34557467272288,311.60702656343824
138,1,DS47,52.0,79.2,8.55,simulated,320.09934657778274,246.4919227341031,163.8545743129577,96.43788315805831,49.73306194145506,54.498232346494525,-275.85283805410864,-173.13918721821167,-135.57357002518953,-1179.5436730521549,-886.7450139311187,-579.0541143095162,-1124.5273793856609,-755.1997483407806,-507.11292393254644,-1004.026447176393,-654.039687679217,-383.96613163270234,51.073564636874266,236.898747234197,408.2412889095755,107.35356209557415,309.5950626274776,568.9382690363368,13.682166056615301,321.1157931103801,587.8803633359632
13,1,DS47,52.0,79.2,8.55,simulated,293.16146276852294,226.39318868411723,150.34260968774856,149.423879809611,162.12057257280665,186.75376154925493,-104.80727360517383,69.30048990761422,200.44945871560918,-1023.8851381959228,-743.2870540021132,-450.5182665561667,-1014.5363363604316,-688.5212192864656,-446.662470851821,-967.8008740640921,-659.463309259776,-427.64589127613726,-48.916641542230764,82.250506003037,192.43166589829707,-19.909262485020975,130.41613490153043,305.9467990745636,-77.09590175419328,210.85687065866932,432.83939852351136
141,1,DS47,52.0,79.2,8.55,simulated,208.820141769455,169.1570042313895,120.61070879947289,123.67859943989114,144.80579592872186,157.98083732078007,-19.691982705949865,105.01454191228153,189.25329857624473,-713.1769970373557,-542.2706101791392,-358.08029629179686,-716.2321328357564,-517.5566865132787,-366.96527932640436,-705.3495950379624,-511.2522692721673,-372.8053301916133,-75.72889384093853,-2.758975426417919,57.25133955214612,-64.12020663989986,19.963656886068463,114.51124056005591,-104.37451318663892,76.7280942486525,194.9562325052442
142,1,DS47,52.0,79.2,8.55,simulated,167.32639248416933,131.8819017179502,89.06367255324118,107.7389435594001,125.40034584134288,123.55896558878781,14.622153687573753,116.08818800444712,172.68091286451696,-563.4036081933044,-416.6993993798637,-261.62478444341076,-572.8350664938556,-403.45100153526,-265.1395318629374,-581.857535971924,-409.3520705376547,-273.46699411166264,-81.73163878344693,-25.108012978129835,23.507787407591252,-84.265481534327,-19.375493759595216,54.719414237658995,-120.06814418882715,22.506065441893952,106.65264911683889
145,1,DS47,52.0,79.2,8.55,simulated,278.78249145986655,222.96582215428327,157.69889741062266,141.82284019245884,158.79053421278414,193.75143311752524,-101.99652191726241,59.59906673261829,183.96838431320455,-973.8413317368008,-731.5957159639656,-473.7830366847327,-962.2569077934937,-679.3017085849402,-479.66706129805027,-911.0249820358242,-645.0048385746968,-460.49256713454366,-46.228476562541175,70.38382056216861,165.45949929929222,-11.629937962882309,123.27174392982113,277.5459742433047,-62.92669889732355,201.89353078691266,407.64683490833136
147,1,DS47,52.0,79.2,8.55,simulated,206.68809886875513,163.937344688634,111.83376684559268,116.89684171311933,136.1077985637561,155.4228476666356,-41.71541683817362,86.27813946239421,180.1302333738645,-710.861892825636,-526.6403027401345,-326.8507258122404,-711.4877377211672,-501.2570780493543,-341.5558421876105,-691.5756644187663,-492.4484883973614,-349.21493018987417,-57.80800529877956,21.373847378176038,85.93946463153567,-41.23892444142626,49.57800547214259,149.8255236854282,-78.86507098551004,110.16273899532956,241.11608579574943
150,1,DS47,52.0,79.2,8.55,simulated,206.9885653642952,157.33786490605496,97.87955231832181,111.11992446624218,126.04885443336697,148.3167906536121,-64.67231244456508,64.71698953458905,167.3350028845381,-716.9650907184345,-506.9120520867802,-279.8146172774891,-716.3758609266354,-480.84673653824615,-296.83617832978223,-690.2041419902948,-469.31477061993763,-305.91353709193106,-42.126665980491396,47.59243802577143,122.08494628663398,-24.514065792094755,77.89068659823087,191.2395454059439,-64.05021386320152,140.15616198789172,295.4091485522075
155,1,DS47,52.0,79.2,8.55,simulated,321.11990673507603,242.35826336002197,147.1927702092945,101.10748648259646,50.2496469131243,26.433057565454938,-256.8207104331423,-147.82658586819076,-97.04846243598008,-1179.4939574098785,-874.8371355513641,-543.46094232358,-1130.068668667433,-750.0008530345528,-477.1000488072385,-1024.5449942496498,-671.6212087390774,-410.3516875963198,38.39639611438923,224.80444403806695,402.70645356445334,84.98585393240535,278.80996981462,510.66111654626565,-12.235102731099346,284.2872612454074,516.4981944584615
157,1,DS47,52.0,79.2,8.55,simulated,277.3414435648732,223.94683425944802,163.53877347337476,98.36922560011666,72.00426084273938,74.56259436523173,-194.05754990045307,-90.58746840174777,-40.01777021901239,-1009.9154311340994,-794.3329806861018,-575.4579592309714,-967.1262741193169,-686.3859075581377,-508.82428495162867,-874.0822752540062,-607.5344349692792,-415.7726173753155,15.647119573100554,158.56252032692043,291.00516139388907,63.73912921602562,219.91436769068997,417.2031577658307,-7.007794833612934,246.72944589635176,460.38733328055025
160,1,DS47,52.0,79.2,8.55,simulated,238.48775824909302,182.58539477609241,118.17489828118185,104.55152142663096,99.30078249403498,117.10562933741843,-127.79504566906965,-14.215571132502808,54.561868534389234,-847.290070921114,-614.6173222756671,-360.2640436850095,-830.184517472952,-557.0060683344404,-358.6023691726261,-776.8929181327998,-517.6256299770754,-319.6588377452033,-14.590840147173537,102.36859822897338,201.25531079838845,13.377503313760144,144.64324503834303,300.7837304073833,-45.06254984974822,183.1647156116831,361.29232089687946
162,1,DS47,52.0,79.2,8.55,simulated,243.91988669068002,190.0791905052259,127.53733196369956,110.97949664455413,108.94101537339817,127.74353369552905,-117.4014054172459,-2.259768598918299,65.80148951947588,-863.0460778862762,-637.6982175868702,-391.9751791842645,-847.0971165172257,-580.4844047830669,-388.93995052921105,-796.8020227582253,-540.9379580421352,-347.31672824528704,-25.150150550984904,88.6113431166319,185.02798534594945,2.129523516656775,130.34200523088433,283.97530515773207,-57.15709568798894,170.73136655985712,349.363215630909
16,1,DS47,52.0,79.2,8.55,simulated,142.96511743062052,113.05340462309883,76.61591001923189,82.17129928805872,93.5106972500493,101.60455656643563,-20.952109327268627,60.34171962187561,114.36927437786487,-490.1920032181845,-363.82264114444035,-226.54421962520493,-492.0659963326299,-346.40365344024735,-233.11324384106481,-483.9864511608807,-340.71147488243105,-234.3265262975821,-48.03265483138942,5.76805524051224,51.103283019868854,-41.47575511983865,19.928749047863462,89.97733860718952,-72.40329678284127,54.86723942525481,143.29552494600344
172,1,DS47,52.0,79.2,8.55,simulated,401.8972671870069,318.18044353746143,221.23843779516673,151.8430305172901,120.96025069355511,129.1745687055235,-263.951545773661,-101.7536338694534,-12.024039719249725,-1452.87368947421,-1110.8899700419051,-744.8201541078188,-1401.6361490543,-975.0281098028717,-685.8364924264908,-1281.589683935756,-881.1973279649837,-594.595070759239,9.769961704551065,214.22038425551432,397.4850956702678,72.09841956601178,294.87349410275914,565.2263672536799,-30.853546330993936,336.88315787671826,627.4718619792172
177,1,DS47,52.0,79.2,8.55,simulated,278.8397379858355,217.74447053969948,150.692774663819,116.59611446040354,102.15676913617898,109.08991859147092,-152.2610999273773,-27.810357440951265,38.402529647265276,-997.9585052805523,-749.6286477191273,-496.05495786244353,-969.7995436475121,-662.8089466525527,-450.8749616017039,-901.1279637595476,-604.0774111687344,-375.21439768343635,-12.706402399857438,126.97223543356739,251.4250472795094,21.919558646745315,178.38572634043635,373.16226776311873,-46.86627336872539,218.69438496642158,434.8579441897257
178,1,DS47,52.0,79.2,8.55,simulated,207.50361932650898,170.7813262673023,128.2160510201192,106.61649367770727,116.19060545660454,132.17449524898888,-61.59380076760818,46.65787011752764,112.58978677065144,-724.237732026856,-565.6276084597665,-399.1587146098267,-714.147056293795,-520.6962165255225,-389.32769119772564,-680.7124719863401,-492.5551440746339,-359.6263853346088,-45.56745247396884,36.0873066278881,104.313720640068,-22.93296309473783,71.11179283475727,183.51583813736963,-65.06432985615197,117.49653624435575,251.06244407218574
179,1,DS47,52.0,79.2,8.55,simulated,274.2850342468813,202.90197650441817,120.54759395302018,105.06790009488732,84.73321457499925,91.74164158894928,-189.25578370255298,-62.46269675316086,28.06205580300072,-989.9798421867147,-704.7690597761737,-406.6311594528406,-961.6445436603329,-622.6420533590011,-370.7031076410445,-883.9758721276355,-566.4387640470757,-318.89509713964424,14.016010154704873,166.92071894301242,307.6113134705096,50.6695756485999,217.8278941390309,418.8417227484706,-19.158764038896834,261.64135627699994,506.1907450072719
