loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
100,1,DS24,167.44,39.86,8.62,simulated,217.93965110526173,160.17583445986176,98.96514228881537,121.02784611763974,124.5233950728671,139.45308164202586,-19.400385059465577,52.85993749927293,-9.567112687724547,-752.132301589444,-529.4737039769084,-286.47758334900175,-723.9556215285603,-523.1901049320334,-308.9473135544818,-686.7719475111957,-490.76783992860976,-336.4843517314295,-43.13849667794619,59.57680650298994,146.6408604908153,-29.35295663107513,94.47100993341991,219.5522510001015,-44.11186255928931,136.8161602314903,238.9795264899293
101,1,DS24,167.44,39.86,8.62,simulated,249.65358104874304,194.91255658388528,138.22903465115945,150.4676645428277,154.0233214435084,164.29244667762077,11.96476592464559,84.95897960356875,10.41689240782982,-855.4353018080353,-644.5197478379204,-417.3798980520805,-824.5955084234381,-632.1040390554998,-429.3065667615348,-787.3239977441579,-592.1086492380525,-472.4659431206519,-70.08087506214696,31.576246390230637,117.87697740492482,-52.15148374467435,70.98281328143216,196.9488506775497,-65.04385775078453,115.9915448498671,194.16538793687351
102,1,DS24,167.44,39.86,8.62,simulated,262.33737834476756,194.1201078719025,124.20974476211627,63.01065665526343,43.48206598513408,42.406941855341714,-175.01930554692473,-125.64557580769969,-174.41600533062538,-963.7922299060594,-714.6501488976601,-450.85945028765263,-879.4421354894027,-642.6559462593283,-402.8798735884529,-780.9090110270203,-550.6724537771737,-374.8032289390282,35.90487466423207,202.49033439463813,355.3479096730891,62.4462635101342,261.4681546842476,473.5581212102529,13.571279317768528,258.2256784384484,501.08037990774966
103,1,DS24,167.44,39.86,8.62,simulated,288.61347716116785,220.90170888571836,156.08372796978648,118.98651832832051,109.15433168052998,108.52789438383861,-91.32604802118233,-16.503460909701268,-90.99964702032243,-1027.7867032623465,-776.2113610196852,-521.7374930213194,-959.4758559071166,-719.7284732577729,-475.6491097218295,-879.745656547835,-641.586438638654,-469.8844976443955,-15.652832918134493,137.72184137646462,275.83520731480087,11.502043735837276,197.27787509890464,399.5422135014747,-18.68408957515777,227.2145341818109,407.3892991188611
104,1,DS24,167.44,39.86,8.62,simulated,307.886484318713,222.20925807782743,135.17180628565768,107.44369376623044,93.79392311469537,99.03481535122721,-148.60728005696208,-73.36035947626405,-134.3600387743834,-1104.782489313616,-778.9190368652261,-415.1563049539628,-1029.781033221838,-729.1580048461395,-411.8127391538056,-940.458309570231,-653.242198604512,-434.9881561106411,8.49257750175991,189.10591499000878,339.934958802512,32.816672446097755,249.1068272707367,470.08493842750124,-15.988214322010208,257.93435183997076,465.3609779845153
105,1,DS24,167.44,39.86,8.62,simulated,300.75009500649963,235.76019107173124,171.92973135012642,150.42005850863956,149.5868506869934,157.21386728240313,-43.57378724563265,41.39131124194129,-43.61093730904671,-1052.540805817661,-805.6235190761678,-550.1801024917031,-995.3821539317636,-765.5676646038175,-529.1190343711393,-926.8938892674971,-696.9192524739689,-556.189431211891,-46.71929333658909,92.86209917623103,214.65238280218065,-18.031081042231676,152.11183254096363,331.7333791928662,-38.16425944498087,198.8055757958665,332.35597515283683
107,1,DS24,167.44,39.86,8.62,simulated,212.477107622693,155.7721613901593,95.21483219156185,142.10187048036477,146.30641367843072,144.97881215811267,32.33223686393556,114.4294684132759,46.10630601296507,-718.2843336749638,-502.58698684774976,-273.5266649440994,-704.0033635141772,-507.5472415931509,-289.1005413472197,-685.8514841852622,-494.89498935905925,-343.4795769597918,-69.07732286824572,20.290063362174863,99.04137092864282,-60.148736301331724,44.065414104655275,149.62369484880537,-64.82407837260848,97.92617110489584,141.65680403661267
114,1,DS24,167.44,39.86,8.62,simulated,245.98831118922917,193.93474310848134,143.01849039109166,122.73647717531504,120.59569291485717,127.6300608017657,-34.840159365135825,28.161842384997968,-40.58027210186668,-861.0389586354756,-663.2421459552851,-456.9059819501307,-813.9252575162085,-629.0891160545664,-440.63163528830864,-758.4862402620245,-570.7582172122135,-458.4394662071233,-40.470937674600975,72.47643759243059,170.48188443213954,-17.770812247813865,120.28555451761369,266.89314931563797,-37.208353141378325,152.0871718855364,266.1428175528052
116,1,DS24,167.44,39.86,8.62,simulated,249.25810857008958,199.57921505059252,147.4320636673211,156.70942977729237,168.37172370436076,184.3464701031831,23.731889174687893,107.84056376331809,30.920056976096287,-849.5884048486406,-653.5783865339662,-440.9210344067376,-820.610357167622,-646.8018433072382,-460.98787360389974,-782.2780772013575,-609.747494044962,-529.0870895006275,-73.23272094748194,19.913727371484583,96.48870073044915,-49.39132973714362,64.50247360547061,175.48797008522877,-51.342335987916215,125.47540904162915,169.26526983989316
118,1,DS24,167.44,39.86,8.62,simulated,229.72605649785027,179.03210064231206,125.94221146501546,135.890102821068,143.3833598473848,158.25290509154095,2.651418460299028,77.96829542218646,8.916498767047788,-788.2725502979091,-590.2013742664419,-374.58030451295184,-758.7292490749846,-581.4458381682487,-393.23336089300955,-720.3354664906186,-545.3366204819396,-441.3004324874398,-57.05249186985324,37.70272878286718,116.38635713514633,-37.19039818736161,78.24436522289133,192.9738261397372,-44.77634583485104,127.65508958208014,193.36317914142748
11,1,DS24,167.44,39.86,8.62,simulated,268.3839736935659,214.77561434755836,158.72855126646328,178.8728683817562,190.75218455261793,201.47803848502443,48.13551507002742,141.52389780046016,53.92130238754134,-908.580270304569,-698.6294324956682,-474.3565572892125,-882.6435009136677,-694.6588052853995,-492.51364898509,-849.3506034511281,-661.3244348498303,-571.9086898039113,-91.1710640570094,4.817797001521342,84.69063835823684,-68.08349897986164,48.37606682762558,162.44787752002034,-67.19540264638493,117.08160680873556,143.54975100654076
