loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
110,1,DS43,39.98,77.72,7.79,simulated,298.7532303358571,223.89186169447174,147.80784224595735,151.91004061624903,61.01779527602811,58.8652121936468,-201.88951277902132,-123.41025247630243,-66.23162982211056,-1072.86222983662,-804.51918234913,-526.9044872665794,-1024.626208415482,-704.4821383875609,-473.20302079291287,-919.5860555938513,-610.3240323761676,-384.36554829749804,34.44990431718753,196.83841617654298,351.2196101705641,46.304412622906966,263.0857266061936,471.6527045904801,-38.55948390659967,271.7958261312374,508.79598405435536
115,1,DS43,39.98,77.72,7.79,simulated,322.4157354100694,256.98588874512683,194.5773002690259,201.58302135652895,133.6097921926327,162.61873785710804,-120.69585104170883,-23.309609399221262,74.01724335246955,-1129.7650886230902,-881.2127617147329,-629.7633922309157,-1096.9459501745416,-798.4454773069673,-597.8940601130926,-1008.4279018686037,-713.8690384564247,-518.6848767105109,-13.719434042605826,127.58024953130439,252.55902473988334,8.356976882078015,205.9321071325515,397.83094571958395,-58.00036431693502,252.66860118654608,493.4692851951048
116,1,DS43,39.98,77.72,7.79,simulated,251.75243463803443,201.16373132036338,147.58396130532,196.93083052573627,164.1559385570526,190.9805621711303,12.222055031722617,99.37709753278845,209.70577250962236,-852.0750593790973,-651.7717314866695,-438.3789815384417,-854.7906413444598,-625.0502329199115,-457.282877059148,-828.008198517339,-601.3871448311538,-458.47384184876705,-66.56240673560896,19.719278337387323,91.91042001956853,-53.347904616400626,64.4255077789739,171.1894713477782,-86.44106430821432,124.490728531446,274.2388527250478
118,1,DS43,39.98,77.72,7.79,simulated,232.27592484290545,180.512495958664,125.9559709303055,174.88877037091868,139.65413884289939,163.43638156756933,-9.588204986622065,69.37861799667897,164.72449779576482,-790.7019406586081,-588.4801459531518,-372.1892776541761,-790.682625467877,-561.340821610128,-388.80623014914016,-761.5679242249709,-535.4726589884076,-382.4136528175507,-50.61084503993928,37.327509024206506,111.96009403898042,-41.15708004984765,78.18138758625753,188.81370864838414,-76.93174682939087,127.86533830154755,278.36796261316897
121,1,DS43,39.98,77.72,7.79,simulated,291.0405289501981,220.28518435997037,150.77829519774258,161.5108188763208,86.32610505552785,105.33751289633322,-170.69176730518546,-85.06075243963689,-12.027368315419748,-1034.3841680431708,-772.66954709349,-505.5538921729412,-995.687596893467,-688.367920476728,-467.92389878916055,-900.0794802131416,-600.0901341884494,-379.343298189419,20.092480542383612,169.3772707960983,306.76065424128785,34.79252343596687,239.9887730716099,440.4273620942856,-38.51942587096062,267.96083331010857,514.5099529528644
124,1,DS43,39.98,77.72,7.79,simulated,224.50847799648866,177.75887163534975,127.94924194336002,180.48221530427537,151.07736391286994,169.75477049673083,27.483287740038406,103.56884617493311,200.6709433050704,-756.3672645515371,-572.924055423691,-378.6949126896086,-762.7839829094652,-552.3348931929951,-393.6747185773044,-746.9654110178546,-537.3888560452717,-400.22597905130897,-68.1897822450781,7.7595852371872525,72.48969368053844,-59.38750375574719,42.235255581070305,136.613072637541,-88.07912279912165,95.25573618670583,224.6939623998067
131,1,DS43,39.98,77.72,7.79,simulated,282.30107942559175,216.64645792597764,150.84021276385235,176.29236989950473,108.52198661134504,118.17470710630127,-99.20754350679877,-25.835763307626102,38.01395156599551,-988.2935772264914,-743.7726097425787,-486.22557012930906,-964.3708624419864,-675.9129304151252,-463.25717406134515,-898.8537957417536,-612.4798590250941,-404.1811259932993,-17.90443163123291,111.85416924184489,229.3941982221315,-8.463920421619264,165.8071184842305,337.7279733754252,-74.71434199775996,188.36990950761583,385.0626139724437
132,1,DS43,39.98,77.72,7.79,simulated,342.22573805209674,255.64730991313428,168.42678297146892,156.9653747837783,40.81442663616131,26.75874335816263,-271.5160613905761,-191.37373892323723,-150.20491070570614,-1242.0791660074385,-937.7110361991769,-624.3671093357556,-1175.3434663741346,-806.39697234992,-541.4312147374851,-1040.89498311039,-684.9542507895242,-419.6599486684491,60.006779449680494,256.2896588787557,446.04676829153277,73.01636232692994,333.5917818587362,587.6839158324701,-34.34557800371658,325.58096334020115,597.332017560142
138,1,DS43,39.98,77.72,7.79,simulated,326.2998463583027,244.3561275913633,164.3513234643004,154.7054327171113,51.27227696545016,55.99498015055888,-253.79933892284222,-174.05224429041934,-132.6119746205818,-1179.3383387098727,-884.2925413065426,-580.5348453182384,-1119.1670732196096,-766.3986182830686,-507.7948495155972,-991.7986755915075,-648.6996133919197,-387.7636344221152,54.002521462091806,237.7126829610168,410.0040163572669,68.40358455969232,317.89557103449215,571.4804723950115,-30.839678402510685,317.68203669311663,585.9844588103372
139,1,DS43,39.98,77.72,7.79,simulated,198.33475170503996,147.79992720240577,95.57408292359867,133.64502420963268,97.68112608910273,126.15177362156909,-61.67263387730027,9.2760223958327,89.8439493504418,-685.8505016986404,-489.40661068562184,-277.9117524458616,-677.5734912035402,-459.73035499281747,-296.4108982753534,-635.2363092797949,-423.6968904598129,-272.6237327978456,-14.710279664881426,74.7627182628521,150.1811885843315,-6.6396185048956795,117.33245504427126,231.51232083757304,-44.88595645876194,156.19545941067386,314.7411967409074
140,1,DS43,39.98,77.72,7.79,simulated,334.20580703246213,260.74579430631854,188.8629871256822,214.76899547272637,150.41662299707582,194.76331668842485,-121.78721928078168,-12.031065571813665,105.15626088804869,-1165.2414378090807,-881.0860027786101,-585.6255877228606,-1138.1906765620406,-809.4825726590003,-581.4361366719754,-1051.0928268799523,-728.5723713583711,-509.166127904884,-15.895017910323759,131.5631803589572,257.92266075864313,5.294391036884633,213.11683970771742,410.12299657656183,-61.02892201033387,271.62190178118993,536.5886053465177
141,1,DS43,39.98,77.72,7.79,simulated,212.36636590403262,168.07972428898998,120.7658845291398,173.5175848733003,144.99142368816433,158.76171759512007,38.46080451965148,103.90646768765399,190.13084356817072,-713.260849562386,-540.7747316357638,-358.4959337200132,-721.7173599486273,-522.3241608866521,-370.68259643995094,-712.7377785727551,-510.1074243765086,-375.2763156276783,-73.02878491865278,-2.906102273153266,57.91070464081564,-67.37873980467174,25.17347405140245,113.55653623359822,-95.84594317119414,71.52412221359751,192.26525755547146
144,1,DS43,39.98,77.72,7.79,simulated,222.10748732655136,165.2837903344076,107.73883872789908,152.18469519230376,111.53803659605585,135.5489554820729,-60.59449890992185,23.067466067890464,125.47537130986085,-767.2519185439212,-549.0400418431008,-322.146615021268,-758.8974533289897,-513.9790475316945,-326.17105434207616,-714.0548945141488,-476.67787171144414,-307.80390754691484,-19.463600041570402,81.0646153999248,168.66816385994167,-10.879284681426384,126.81984277514437,256.3614866346808,-50.95434853547533,175.92814323192826,358.8885646269989
145,1,DS43,39.98,77.72,7.79,simulated,283.8262921275571,221.353237544179,158.02220445130686,203.93663320389575,159.48181151703088,194.92979779500772,-44.75470821751785,58.22660672933457,185.98631712140207,-973.8713724433727,-729.531437928606,-474.52103755728143,-965.7373752458849,-687.0424523140699,-484.37009666000483,-914.4882471408193,-642.0506007621358,-464.09071200580144,-43.014383093161825,70.46546485208538,166.56359504145652,-27.210736630398742,130.46562448153617,276.48872417265477,-71.96624819961448,196.61131157650738,404.4246830485548
146,1,DS43,39.98,77.72,7.79,simulated,226.33690469680644,176.79108972013756,127.25915002328183,165.26335001749348,124.03522069290106,137.57745388261833,-12.373925073730021,52.94965478477807,125.08847548299985,-775.0176255835668,-586.1941101745066,-392.3889940785517,-770.283977280385,-548.0109783820606,-386.75976355065717,-740.220627278745,-513.7564477177513,-354.8425414825588,-48.70200831568084,40.38340363819847,118.82336226407739,-41.8047870631882,78.51231772888485,197.37082974258328,-81.46538294078124,116.36815574380645,268.0287439454426
153,1,DS43,39.98,77.72,7.79,simulated,213.33331699398934,163.8233212647932,110.65223991343865,180.66518145054036,151.09102996626487,156.93135924334484,57.891896550103596,126.33592352338948,214.59105152544382,-712.00862874915,-521.9310187135397,-323.31131656047506,-726.460627106232,-508.8881814876786,-334.7133651157814,-728.3230249505408,-507.25441495073864,-348.9610067904791,-81.79653977645287,-9.557535077776038,54.782179065277546,-80.9292991414136,11.16626866898369,101.48708742344097,-107.65675367690537,59.158564720978944,177.02139939099058
159,1,DS43,39.98,77.72,7.79,simulated,200.29747620708565,156.43350866992216,114.02621177947599,131.06778258182464,86.5306579366109,93.5391320606133,-52.06733752027109,4.280008869488822,57.46430771044833,-697.7543751787497,-534.3740950233406,-370.83034632449,-682.5507994971026,-485.88052918915406,-346.769690202293,-639.5085790352757,-441.9284036651916,-301.0335952981665,-20.562510949372324,67.38306998791225,147.46452344021006,-12.291250014333912,107.00124910571114,226.4112090770092,-53.567494468538484,132.12318791558124,274.0734124836567
161,1,DS43,39.98,77.72,7.79,simulated,248.36543779458262,194.90322613583896,138.2690208997926,196.4143280549758,162.1349109953154,183.28393342701835,19.93420631739825,104.38343451168191,211.87811590187488,-839.003611598169,-630.0575968995605,-409.1397568891196,-844.5153677394884,-605.653631363941,-424.83294899955104,-823.9647693530244,-586.3818227043929,-428.6598255718569,-69.92110697532084,17.58849054071098,92.4668421181577,-60.7517792570722,56.58401193383597,165.98929793341384,-94.38849929796152,114.17832661106658,264.98099530701376
165,1,DS43,39.98,77.72,7.79,simulated,300.7291728484707,236.8168886292535,171.79222822169945,206.71338995115048,149.5303757330217,171.93872560372105,-59.022888586580436,31.249323285916393,125.67542900484256,-1038.9250064462522,-793.7067375482322,-533.877080023486,-1023.9450496693562,-737.0550439732904,-530.7729175620444,-966.8345657302251,-683.8006983290289,-491.2957872139153,-42.08146227535582,80.04628724646625,186.5217387647937,-27.37483015147359,138.958924753414,297.048898736501,-84.06731874142798,184.02962987611522,378.31628714373744
168,1,DS43,39.98,77.72,7.79,simulated,405.36152177712563,309.86418663283564,213.89691700374593,227.94938524448267,119.35870913999463,127.69135860940762,-216.0243223836293,-104.51748637459359,-9.707111825891243,-1438.6681005784837,-1087.8640236922784,-719.3537058460648,-1386.4419997910215,-970.1275711468072,-667.7438433826046,-1262.831748312217,-860.0847545291979,-577.7865625735411,15.790825249938393,217.73491319026164,403.41959487275767,34.27914178169419,305.9310953501888,565.5572849487651,-68.96684209185469,331.3696589925686,625.325505941539
170,1,DS43,39.98,77.72,7.79,simulated,189.7805370210298,149.29926681954916,106.91681481925035,144.83949279482027,117.10425646604361,135.7962289023993,-0.6411342837775217,63.45789290384111,142.5063627610768,-644.8911676329466,-486.48417818987184,-318.66528096417795,-645.3066046634391,-463.8927765437578,-329.2793168068686,-622.941656219466,-443.2197592669898,-324.57484966991376,-45.12192099822005,24.259042872561054,83.20953427719256,-36.70873616472582,57.588698607430615,145.34042936034078,-64.47910329562364,99.56382246130804,219.89873756934173
172,1,DS43,39.98,77.72,7.79,simulated,409.43636349855666,315.65262908377855,221.761428827348,231.00655487705268,122.49154978093463,131.71939464618774,-214.54152763553085,-103.12225145608825,-8.969773725518225,-1452.7448038378138,-1107.8916673719243,-746.1587332320012,-1399.424608642483,-987.8400283894824,-693.0618662164289,-1274.152966165385,-875.5467407051826,-599.3476608455562,13.800749157918403,214.90801800528885,399.55222356988116,34.02574901232606,305.25235790838946,564.0673261918603,-69.2514382522337,331.20215167677355,623.9003360608078
179,1,DS43,39.98,77.72,7.79,simulated,279.5247179530839,201.12546299022836,120.8960813920722,159.9250584400487,85.8704654551123,93.06542948517759,-155.75715118458376,-63.554467593381965,30.440010137591468,-989.8491810033769,-702.6037313398946,-407.3221774809113,-960.212895848632,-631.630206026306,-375.45948231623373,-878.6684269806155,-562.4562163421348,-322.373827785763,16.873250594603576,167.357809792467,309.1204415766422,24.021398068661597,224.89997998284855,417.8067497123901,-45.47394930459495,257.9414001010353,503.1098774750026
186,1,DS43,39.98,77.72,7.79,simulated,212.9216234007925,169.34617424088756,121.18569714299873,189.69152553803303,163.01420669336784,164.37772907630116,94.74608655168448,149.81209300484576,221.2681708702938,-703.7175710574903,-535.9084976429301,-358.22261835661703,-723.2393762583854,-526.5089924802836,-370.03790897010214,-737.8123866686817,-530.6734980433596,-384.7020161734057,-104.34499526410775,-43.87341018587517,10.69739503164125,-104.46066248937072,-29.86864670495214,46.27017527222745,-129.77700639739382,11.684182894526515,106.74489870591151
188,1,DS43,39.98,77.72,7.79,simulated,183.31205471795187,141.69076530644176,97.55058349831673,156.81401501921522,131.6979585961794,136.25537787509242,56.39120304246478,114.59320263009103,187.17639645979537,-610.890120037434,-451.09907929756497,-286.0407424952078,-623.5832195338256,-439.07718645364935,-293.6986452396396,-626.7779627651012,-437.61895141203206,-301.6778864035149,-73.22199285923523,-12.383361200430528,41.47970480933675,-72.36628168186539,5.354339011425822,82.51410725924384,-94.20864821147515,46.92253100610523,146.1364430674217
18,1,DS43,39.98,77.72,7.79,simulated,324.0965084866921,246.43873875066723,165.13468046538455,231.62690973541268,176.85997749665054,214.58433080566476,-54.246506447992076,56.84797411786689,185.05194289247746,-1111.6238198209871,-809.5020295175347,-483.8697502872963,-1105.4229712218541,-766.7855020384699,-509.5419845461003,-1052.393411363293,-720.9474603431128,-488.4480354712339,-49.11656211907757,85.07833860256386,198.72172284111102,-36.77842191254081,146.54563457925786,317.29892606323386,-93.67422855116382,210.17136689706246,439.16720224095536
190,1,DS43,39.98,77.72,7.79,simulated,262.8960212423414,206.41631581141044,152.06545683178362,180.57608066564296,130.14896521275136,151.32103469456283,-51.436971398236516,30.63781872133244,117.6128278076335,-909.0642751197711,-693.5566609812882,-476.3272993645775,-894.4430075012411,-639.0608937475828,-459.97287853644815,-842.7467214464318,-586.6897680372543,-409.1201681760723,-35.1163073683656,74.61743977481453,170.5848710030086,-22.309425897009532,129.1584360337172,278.52163403302995,-70.15327430351374,174.7144168253813,364.67987286251855
193,1,DS43,39.98,77.72,7.79,simulated,273.6470939961924,206.0363671169407,134.89130791885117,192.45011134131386,140.7777789882422,164.74458843134445,-48.47400312384486,34.78364045477174,122.62551413502594,-940.4576715767508,-680.3457747868275,-396.90067210602746,-934.8511955406875,-642.0704915045656,-418.0280600477737,-892.6538537752127,-603.4503578153946,-390.61514803805625,-42.13666490184028,73.87146050986237,173.73787370551005,-35.61548668629922,120.39762003228938,268.33406333958374,-89.5380026076698,160.7089090649476,347.5186409541212
196,1,DS43,39.98,77.72,7.79,simulated,224.23434369317133,179.1866689987884,134.79645006529088,160.63929147676268,121.20197727425113,138.9141797157604,-22.538169246681694,44.07493694321799,117.13621806309324,-770.3893605352456,-597.0777537138345,-419.87919998555816,-761.8503542535666,-555.4835725575691,-411.30988403430933,-724.8662807563285,-516.4159878688018,-376.7869081166606,-42.50775223954781,43.73161708090444,118.81914903546144,-31.28093500084526,87.26282944592421,203.3540793190921,-69.60738859070557,126.49350948904453,274.5403580643682
198,1,DS43,39.98,77.72,7.79,simulated,298.9918419601946,224.8560225777317,151.27051786323872,171.85117982766772,95.59146047454357,111.51590756706297,-157.27850948057718,-70.47628135025415,6.074768197565897,-1057.0489511229366,-779.5434475591325,-483.0053764249266,-1023.1585247453922,-701.6854627456104,-465.26724362806095,-935.3014454688343,-624.3619460449399,-400.55523987376233,10.392544489741738,160.08933652478464,292.8785118693678,22.632672481926704,226.17076958970085,419.9567250321501,-52.523449515107586,249.44401563637416,474.04765359399596
19,1,DS43,39.98,77.72,7.79,simulated,320.9724424432829,236.51379315836343,154.99894519146082,154.8199951545511,55.37315809681148,65.62167686505991,-249.0644814447637,-167.07414407791475,-119.8633482505903,-1156.6203360657855,-847.2317256389746,-520.6081956719297,-1101.642444598724,-739.3454335609657,-475.75200970875864,-979.8400915276608,-629.1651148028479,-360.71939381558906,52.50800656128547,234.37986953886497,399.5628651889266,64.76283563145864,313.02885541582435,557.7306885304699,-32.99831475887356,313.8979316139132,578.2101202043423
202,1,DS43,39.98,77.72,7.79,simulated,188.8571092706328,137.05534086954185,80.97341951644678,93.54956504430207,24.58518790631225,-3.5946542163784776,-118.65429482499319,-86.5497079770008,-76.54406065039296,-680.1522536185608,-502.6327075692979,-313.9710646938109,-651.0180859332606,-436.2135744923441,-266.29387938201097,-595.292556027503,-384.7822468792738,-221.77118304852945,13.993381664408702,120.79238341615462,229.26596174444126,12.419486602878578,146.00185562879352,277.1967391010624,-50.34447044719059,128.4673884647149,254.702286950677
