V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3,sample_idx,loadcase,source,damage_state,damage_label
370.07343704476204,273.5053457721033,175.65203954125366,112.4647786163209,63.435977752925695,11.142079347158273,-158.27641444658528,-167.95655310326444,-191.94393443787362,-1345.1614546230148,-1003.0452408825174,-651.1784167945228,-1196.2741797615658,-884.0221124502265,-563.5791683498376,-1043.7659336322515,-737.4420429527397,-485.34815023553983,-33.549117204050674,191.12276293459084,420.6141431159937,-11.347817608670425,249.90655868884875,508.9156941486391,-43.90750183667791,183.36799651207957,465.83643648010286,0,707,generated,pristine,0
313.328235268499,235.93867438471335,167.36874246133345,68.8225208359366,55.873670308106696,55.55386900151207,-247.44396858791083,-151.71623610611658,-113.77221885535957,-1139.0873702085676,-857.1980859437441,-572.184445342777,-1011.3835943213321,-751.8846880923469,-482.985429053143,-889.654297344484,-626.4354235149418,-362.57510477099663,123.940334366218,329.0153139345477,511.55563929801224,193.29888428244146,451.9286737955418,687.1294166604675,116.87525808605562,428.6319716530537,681.6744192195342,1,707,generated,pristine,0
321.18321929614547,256.26845104817556,185.6303530544993,101.70451300491462,86.90858015781002,76.69079912608561,-182.766492961521,-117.82578533478954,-62.00637865671024,-1173.1045303043984,-929.1718749737372,-658.3048326758925,-1138.17630313057,-859.1766394843374,-569.4532702012771,-1055.1755272667754,-766.3287763717384,-484.2443716012601,85.88696717783517,246.8323020778552,410.6738212311369,101.20757926640363,335.75373143078275,558.3210330189962,32.64411076114351,316.97287015426207,573.9050683317859,2,707,generated,pristine,0
361.73954769604785,262.10890049136304,170.58837596646973,52.53041121504839,11.634886719306792,-20.417106834588964,-277.3666315181032,-267.6556012251173,-218.63123586968953,-1337.6981356064653,-1000.9223204632092,-677.5205014002104,-1158.1975338122852,-855.667346795658,-598.6120146910994,-947.6620741877152,-651.4811438262561,-422.0155821477513,-58.51520300658353,175.5101924540619,381.67798512534375,-75.25674202922892,227.61748290339023,499.722190929476,-111.16293346274654,195.83438216152052,523.542919149029,3,707,generated,pristine,0
340.8190341881783,275.56228865870924,202.38763494338514,69.69599309901236,75.47896737381222,89.35392771990121,-231.0371248935575,-162.59852480610235,-135.4252804771674,-1276.4071604051487,-1009.2428039967592,-700.4981669986352,-1206.7120282266135,-925.8223853918578,-654.5889457584362,-1070.4901166383324,-805.7410359254197,-514.6171511796099,50.6216912096009,228.54973607409724,392.51445835907487,66.17812824021246,329.4577206327675,571.6189994269898,31.553378022638412,321.8627197849982,597.7991214963929,4,707,generated,pristine,0
338.07711746246275,246.86234710466198,159.0642334079066,179.44753423653623,119.95087986846673,68.80784724215594,-100.99754085182352,-50.357316237385646,-74.04533201926893,-1139.783349055613,-854.1450681635582,-551.8710069167079,-1049.0233030696245,-785.360064206317,-469.02852260300983,-960.9467181994635,-710.1503561158981,-420.61294291628553,29.72435304409197,184.7643196447947,354.80586514838603,66.01309922306132,235.27283667511725,442.47121511428867,-50.49682259828376,166.9282388283844,375.1224424386912,5,707,generated,pristine,0
322.5048928335249,232.20023624578087,150.21800308054884,63.00326533546745,25.91640117338453,2.9370231377779987,-203.6502489400874,-212.5178883400039,-200.7216152108467,-1197.0655177543476,-869.5692005563192,-538.0265200510468,-1066.8293381058174,-757.5037687096246,-461.2990625205278,-932.1192004561358,-612.8558507294179,-337.4083199706565,11.752487436126842,231.19669725161117,421.86371596500857,28.842017960971816,300.4295960010843,567.7356210868627,-12.283774673479286,262.678278173278,553.2867212260737,6,707,generated,pristine,0
359.95176209418094,269.3990489968584,179.8442720364725,79.6737509242308,42.78800231365986,10.279936126090433,-194.20025301581984,-211.1479054581659,-210.01447917799757,-1338.6015725991592,-1003.2076628215091,-669.9381865728677,-1183.5348634803263,-867.0070444948055,-568.6321999001912,-1003.9756650440593,-686.4309448295487,-433.64331012620477,-66.74381788176248,171.88745239582806,386.18863214205174,-50.21461125204337,235.89817265853355,513.6308181721936,-87.40835965151928,197.6380942778369,485.38412366075585,7,707,generated,pristine,0
323.5727110448029,239.77838932036713,158.5611604442219,75.53914045472818,43.86230370471192,19.964212444253604,-192.54124052511418,-181.04420677453092,-171.16898683047975,-1196.172772386528,-887.2156716554388,-565.7990873028484,-1086.435884577282,-786.536426726009,-487.3404253444089,-947.9527860062952,-655.5904006842857,-409.02036263318365,40.61641050361408,252.12716350318857,450.53613893819886,73.36998661283451,328.87160043230955,585.2181050403398,41.00462843402403,285.0752257674581,565.4461582013532,8,707,generated,pristine,0
305.12966699794634,252.36903946714924,191.0708067005341,12.550652660866135,16.457330139482067,31.053669950228226,-301.43280227022666,-254.97948973856685,-154.00584193300438,-1209.556437156229,-965.0639883842947,-700.5609883178963,-1130.9621183971756,-850.0559115889116,-598.1020403212416,-989.7390869797094,-691.9905194935135,-418.3672738866789,83.14310366559704,296.8667109239867,469.14658896676946,118.29952515112097,411.7517524783358,670.3287873933386,77.19688200335526,410.6126183087066,761.4905849840851,9,707,generated,pristine,0
