loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
109,1,DS29,54.07,92.06,11.57,simulated,221.53672689377578,179.29649899598746,119.74377068420443,139.23092610701391,135.87396859679458,159.71131086213308,0.822225099649421,125.61372761966085,211.29340343567964,-770.1895352262154,-565.8395210013085,-353.58306446564,-988.2039918717868,-495.72808906088125,-352.7118798787696,-742.2684851762227,-541.4299655301005,-359.6127901101433,-80.34593750068399,2.9248605174098827,73.9095238224787,-192.6847738052391,33.25453156627813,142.50118053843727,-77.49949558223045,93.41166181265302,232.96171258526408
117,1,DS29,54.07,92.06,11.57,simulated,265.12032480406634,203.32035100161372,119.9988493480173,162.46472682911653,103.11796353898451,154.086194927539,-106.30678805341257,9.07961128136532,96.71060127852668,-946.8842705289204,-659.9990118818694,-344.80597568179957,-1190.9185215341945,-558.8485226762214,-364.1498749837226,-855.8258277748198,-586.7831062286875,-344.5091569626314,-22.40759524542932,100.84469775729579,208.6874655323881,-127.93843970581247,158.8280749266948,321.4818662461767,-20.945777358774535,202.86377256836357,413.15883926336437
119,1,DS29,54.07,92.06,11.57,simulated,308.531274019798,241.7558889411231,152.53928266344155,191.04984841459896,144.008872464899,191.73440650681687,-85.75654499873838,74.14433779304464,213.22023183051562,-1094.0340938515537,-781.0879472373825,-455.8292280259896,-1381.8360469359889,-664.7755928446678,-450.14309178086415,-1002.8962467135387,-707.7853528933706,-448.06716612382024,-47.9126044875801,88.04218124710673,208.93892918244705,-177.15849672320513,152.13202171151596,333.87215659287097,-33.81183320815643,228.99872808804986,474.4328806830804
120,1,DS29,54.07,92.06,11.57,simulated,286.647962256051,224.77771456976745,142.8958794440321,173.35752021422522,83.46203092250774,119.44149114659683,-137.605251227376,-24.93812277453032,67.7035511302413,-1037.3901996647053,-757.0220121501038,-467.3423733774448,-1288.3705208011513,-619.6260451960493,-434.0237488281561,-908.8258891299,-634.4792838630943,-395.19582724265445,-4.417882730625706,133.70801570925192,265.7543959134589,-106.41621318486403,201.8901045616724,390.62502141637896,2.509875289194383,243.44302436038686,482.1620452925054
123,1,DS29,54.07,92.06,11.57,simulated,192.98117518606634,161.22223440616472,114.51144038986294,120.94298714036596,114.79792640520438,143.27672100459284,-11.345526154152832,93.67364518920498,171.0391418038724,-674.1613936893823,-512.6810503241812,-342.7901326492503,-859.0495741321728,-447.1448644563837,-343.66390643747616,-636.088398618295,-481.1968006595875,-347.63022440346856,-61.10476616051986,7.6915408816827835,65.73180294006573,-149.61332359862703,41.85266340219613,132.88184981634157,-49.49697436601565,94.88319502660727,213.91674703619984
126,1,DS29,54.07,92.06,11.57,simulated,160.75074235300235,127.02867061724693,78.98487374585424,101.53599577096618,107.42627101876573,111.17820118619184,25.920699663232696,115.32790941551487,164.80625901900362,-552.2480383729932,-395.63498071389444,-230.85167859059882,-719.5897483626418,-353.31598160210405,-229.11750020172946,-556.976063958783,-396.76533333836926,-241.72886074359417,-80.9799383730039,-21.702626321952266,30.41820946626386,-178.15037310082187,-14.944565430972446,61.85010767407385,-95.98129368989049,22.6387600083045,111.66939389279754
138,1,DS29,54.07,92.06,11.57,simulated,319.63663874877574,249.2570976797911,159.4544758158549,186.95565555039335,15.790183469693241,46.51467931168413,-241.59295772414515,-172.3104011672998,-136.84139995574301,-1187.8507117555648,-883.0252077205413,-568.7676957872517,-1443.7185546732355,-686.216355572214,-493.58168376981365,-980.752291942119,-665.1515173661072,-383.70664898597784,55.66734955262069,229.12419504800403,404.14317150768136,-32.39779029827616,318.430249447204,568.9901686564104,50.231946932843584,313.7874588670513,588.165205009776
13,1,DS29,54.07,92.06,11.57,simulated,290.39702871468523,229.13326401289657,147.22684133976736,179.77331945157775,136.46093261969884,179.93722500553793,-75.62754315260172,73.63608527117734,198.6616606330021,-1029.2060021847205,-740.9343431954443,-442.3540983169743,-1299.9138785516825,-630.0799933300805,-434.2618053641123,-944.5664367868222,-670.0160746505011,-426.42090461189207,-48.66568867987468,77.64241296316445,189.73460274539391,-171.20493002425013,137.256548525579,307.40479121625333,-35.94785679084026,208.0248525196182,433.45076922740463
144,1,DS29,54.07,92.06,11.57,simulated,216.3116947970341,168.5987240040504,105.04706828202737,133.2210886587546,91.22169674689277,129.4734118638661,-78.41568677719246,26.82929457329891,122.43746595984496,-771.5011231096222,-548.7714246018973,-315.33443660795274,-969.7442139332588,-463.52201807111095,-313.09908735672207,-696.1930734616387,-487.03454184575156,-304.23160948598786,-21.24202670191511,77.22938858964685,165.60279158212677,-106.09799647055922,126.6916694901233,258.52083569561034,-10.720312439486861,176.92299733569988,361.47600574923126
147,1,DS29,54.07,92.06,11.57,simulated,204.24720359193037,165.95235303724567,109.79512905626127,128.0205303207556,118.82970188676123,150.60363281140866,-21.948340067064624,90.11886810530255,178.63438311621042,-714.1929942823658,-525.3266904160686,-321.39013882473785,-911.7017842084375,-460.808940865122,-332.78050417880127,-674.8551071897333,-500.04493074998334,-348.09073276080215,-58.40946300196083,18.548601033452456,84.16933987766895,-152.29238702593037,53.70324094007714,151.0462898800361,-48.57126946843795,109.31292028429763,242.1710275542119
151,1,DS29,54.07,92.06,11.57,simulated,209.90435038593324,172.93002325506745,117.70001582915027,132.1773778397147,132.25348056928104,157.79037261540577,0.5169048012906583,118.7352504600738,203.84335214967885,-728.996086134538,-544.6166479062657,-347.1970367940077,-935.719596366375,-481.1458078996268,-353.6855051702314,-701.7609859568042,-527.0128085766767,-372.8112426053993,-76.95921962868837,-2.829731878781331,60.01907340778202,-180.73025573718238,26.864590598741472,121.13128448039622,-70.16115815373854,84.75646408890015,205.5911099437191
153,1,DS29,54.07,92.06,11.57,simulated,206.8026171293249,166.9544371804513,108.63654722675484,130.56523940533614,134.65220811874192,151.69555201655868,13.636292331025135,132.42251377140815,212.48296668364065,-714.7802323424686,-522.4208634038459,-317.7561164118823,-923.5023417631407,-464.4307170667798,-322.182498910545,-701.718749332361,-515.8517889676514,-344.94643433471157,-86.28539963933954,-11.607426690696997,52.59138161663735,-197.42590460628344,9.61970421130576,104.03903762303109,-88.30672495626058,65.14459133401945,181.44379970574101
155,1,DS29,54.07,92.06,11.57,simulated,320.37435176322896,245.13838295448951,143.00484757129945,187.53974666799738,16.83029255963159,19.203091386010126,-223.05124380172842,-146.39151908979485,-98.9062087589774,-1187.5307279210228,-871.2431914579087,-533.0494512713593,-1451.6456292412988,-681.5104783682716,-463.31263724066986,-1000.5978045264213,-682.8301067652682,-409.3961979033955,42.431265768912624,217.32709909523658,398.7369637853226,-58.04905435835167,287.2334838488053,511.91229173853566,25.50054327353905,277.69061354509546,516.8663404275625
15,1,DS29,54.07,92.06,11.57,simulated,287.56090463598036,235.437948004547,163.0091577219404,176.8749161162292,125.14436981455205,181.86912737222235,-95.04514866881728,36.903986958110124,147.43283509987225,-1025.273944277137,-768.7749497183752,-497.15675431022487,-1284.3032148841608,-649.7739121251534,-495.3437330720948,-918.1078917281277,-674.0318270353346,-469.6995489982861,-35.397614763764864,83.73658783517959,188.1212133500429,-142.77581578581658,154.21458428758365,316.567725275901,-14.371043648548948,217.62818301704021,439.2039160080202
162,1,DS29,54.07,92.06,11.57,simulated,242.0751045078011,192.32904431785835,124.78988277366983,147.32277479865937,86.40755386822643,122.02299923924349,-93.2378464345194,0.6791533735198918,64.54803090304226,-867.9276714675783,-635.6173243134068,-384.9482336705969,-1086.3846616471344,-530.9888213652562,-379.00208925050873,-777.7517997634221,-549.6260687414677,-346.3687886601337,-24.17823979659198,84.24909871429517,182.57913111308227,-118.74620420435582,135.92650099098324,285.1497295573197,-24.763664508299257,167.93232846252596,350.22346135864416
163,1,DS29,54.07,92.06,11.57,simulated,353.964056918761,294.57067225157647,211.91300677271343,216.20367247134422,137.96771915088794,205.58318340964698,-131.960231621551,14.832758374411865,129.06479022515998,-1269.0132565396414,-973.5008721909626,-661.1106444353709,-1580.3994603611686,-813.5910415803576,-644.6896960494842,-1119.8858258430164,-832.6578893704266,-593.6280293138828,-33.41486655098231,112.62518518788238,242.39281203504342,-157.5917892559023,203.93277265148237,408.2688682871327,-7.296798030037053,269.1706148065235,533.104456449812
168,1,DS29,54.07,92.06,11.57,simulated,396.11852253810406,315.96765327496894,208.3615001855023,236.1623162318613,77.97669585440313,115.86146961326403,-223.16643584366622,-100.22817428116478,-14.978475991910154,-1448.0604621342832,-1086.8921388103254,-705.4673341530431,-1782.3322943308242,-873.8131220866006,-643.6514848889724,-1240.7065723885755,-879.8011465813997,-571.6531974889372,15.571214209540926,208.5419070445854,396.97973073716446,-112.71485680170736,305.48118484393416,567.9732301878719,18.30587625316548,330.1740618881834,629.6305203201464
177,1,DS29,54.07,92.06,11.57,simulated,277.1374077143272,220.27712460325918,147.3205346037969,166.83892241109004,75.4923709057257,102.62573437416927,-124.19920062005122,-24.974624941008,36.835331159836024,-1003.9474710929322,-747.0623813865728,-487.6821937611279,-1244.5691505366553,-605.3826005816601,-438.7965228069648,-879.6972330549377,-614.0005250420245,-374.45278118313416,-10.9570820181371,121.56981835786559,248.418981815122,-112.34592042595744,185.05569530226006,374.32337579971187,-10.8440623650215,214.75436700358284,435.5604343908894
180,1,DS29,54.07,92.06,11.57,simulated,308.118562180459,248.18625381336102,165.44787944937485,189.5756883991107,132.9218931767275,195.40823517618566,-106.49634340215437,35.81951861890336,155.74673848324582,-1098.3716065501308,-807.8652280064282,-496.94426842064274,-1377.7914668240987,-684.2810646175597,-503.28498286365766,-986.3411752594529,-712.6363300342837,-480.3047185371306,-35.16185903846349,96.07401001017939,210.60477442486825,-151.92712337192143,170.1905791163971,347.09519733919535,-16.035785127627264,237.21073288052486,479.61643607332417
181,1,DS29,54.07,92.06,11.57,simulated,217.68538713914953,174.89147165731396,119.43703665620548,129.80608568975902,43.69322238688021,74.36133209655056,-128.26257212033696,-62.028105200626136,-16.392517481529755,-796.0813025971363,-599.0547603476965,-392.03238732250344,-977.9285108244226,-481.10944542340184,-362.17014517867676,-676.832254954109,-478.57080222920854,-308.06806317354557,12.3571093924769,117.80183600087736,217.59405892675858,-54.644835457468275,177.11029484717986,326.8177092672008,17.419464075026212,192.51114260643988,367.2714506433043
183,1,DS29,54.07,92.06,11.57,simulated,201.70952541337215,152.99821038287658,86.27532894294038,125.114693864607,95.22860004890808,136.38520729656264,-65.46152884314148,36.976291052133426,124.601978552247,-714.0715121423412,-487.42202507684294,-240.75055968973678,-905.4924473541053,-421.3019642236462,-263.14957283339373,-658.097928550997,-450.7998249055637,-264.40302626706085,-27.225731809781564,64.48441409986015,144.4928039248394,-112.8561018642194,106.01112528699079,222.76333420513285,-22.332235047678807,154.2695179650643,323.72471873158884
185,1,DS29,54.07,92.06,11.57,simulated,303.27387947264765,232.0297504980609,141.82153790512632,176.8318323977878,6.825128570686508,24.134088849908782,-234.10795558168962,-169.96819287855973,-133.43717947436812,-1128.4734071452897,-824.4874239266849,-503.0419920807205,-1372.7366417852375,-638.4004712123601,-435.4613723897508,-935.3184431563851,-625.7999588387531,-355.07319251532044,55.875033128619634,225.2088868144167,395.1544463788561,-30.65352719439909,303.48907689489556,535.6403929557572,42.891756309179755,290.7779145740779,539.2888958606233
189,1,DS29,54.07,92.06,11.57,simulated,231.5917526290416,182.51861565679042,116.67236599309754,136.58112575252795,26.511408625601636,31.7584180136391,-142.1413369383077,-79.54428192926648,-42.020981736663444,-853.9507562604178,-643.6766978563946,-429.5975516436336,-1045.5918405479495,-506.8378794725052,-367.64061022008536,-723.6592843979973,-506.00186414901555,-315.35229436034757,18.24939833709908,138.00590595507353,262.4696552398433,-55.8378083804169,190.93937409183982,354.0637677164534,13.177442729147344,195.23205676200138,372.3561671719673
193,1,DS29,54.07,92.06,11.57,simulated,266.3488967460854,210.0955767101902,131.72082246466636,163.86981140420644,116.34660054128634,157.0917251897465,-77.10795202591825,39.92616564514737,119.46373774806882,-945.4124101189989,-680.2492046577978,-388.7959115645064,-1194.6178370702285,-581.036616064291,-400.56549900152686,-868.8302348478426,-615.61599568975,-386.4178546484349,-44.98974003571925,69.47388754387964,170.14902386212017,-158.67736255511318,119.52382723861993,272.94027629203015,-46.26866416004992,163.6543861613858,351.33516992950547
194,1,DS29,54.07,92.06,11.57,simulated,191.16049790133525,149.23706494431954,90.6048927018304,120.35419405768883,116.5001702007038,133.63971447107593,-3.8151131358484296,108.12875174991838,192.7505374920847,-664.1500954323135,-468.07262161383454,-261.4261045807984,-855.7134019281326,-413.0923272951237,-265.39108111435763,-645.5782675660133,-459.39980007784413,-288.1865330721942,-66.69828107605738,9.703313931874135,76.41557047127667,-166.62138847322754,32.13082077487206,128.55263530224124,-68.0516396691724,84.83524983835989,208.6883499265743
196,1,DS29,54.07,92.06,11.57,simulated,218.21517067068663,182.55749667529898,132.1421038298,134.37283462113695,101.01552957979119,132.81292593364796,-48.55672230279426,48.506870245275984,114.46528815883856,-774.4275872145756,-597.156068243766,-413.0950028493061,-973.4557964775672,-505.4724473584017,-397.8590650218556,-704.4022882264136,-526.5140807572968,-372.70747335234984,-44.85827615502578,40.05033378303159,115.83330104046993,-133.68194101038011,86.01266677955877,205.31398675171496,-34.95466202573806,129.46726654282648,278.00609588771994
199,1,DS29,54.07,92.06,11.57,simulated,189.98419599345834,160.51280093924225,113.61829867396011,120.40127554633622,132.35077466211592,151.04710415756873,24.608421650929667,133.65185650383154,202.6746593464386,-654.0282783527331,-501.44963046330673,-336.0880322265693,-845.2179990214071,-448.9196044271566,-342.70938884026884,-643.0539537211903,-496.63510699867777,-365.1284372796864,-87.98100216319008,-28.594525826295126,20.714676683016748,-188.29439598261345,-7.729553448364669,66.73595117074038,-83.63887583842777,45.09559909732036,134.07842359409386
203,1,DS29,54.07,92.06,11.57,simulated,164.56739788579583,136.83765194781714,95.69401617582393,103.62958794576112,106.2664885732458,124.32644596951117,9.777536820216758,100.40314481282567,160.01105815900917,-569.9813797701767,-430.9034965772209,-284.32795014294544,-732.6569635757695,-380.2194339120183,-285.60865626248216,-552.4489267174579,-414.3571875588965,-292.65795774229105,-67.74663681085931,-11.18445029753184,36.24909956374161,-152.37744469580664,10.01558521253321,83.82453103362978,-65.66343456469946,54.336289774344095,147.97990620550394
205,1,DS29,54.07,92.06,11.57,simulated,133.19364830344654,104.70352359477624,64.5987387026112,84.12068886608677,87.91123184355986,92.06351177329648,18.36816426541923,94.0618989580648,137.75706603884174,-458.32814372072136,-326.2879442052305,-188.17921601744996,-596.1300936523446,-290.5408306467337,-186.76860847456356,-459.7833153711401,-326.13428600920497,-197.26680601198282,-63.686992575761025,-13.4276325051773,30.595972223466,-142.6662284728348,-6.1661358823760395,58.7260902440355,-73.92637705924275,26.376672821798422,102.40456041029498
208,1,DS29,54.07,92.06,11.57,simulated,334.7501557835975,258.55776250857883,158.35979235250758,198.85085657129147,51.74415723142692,65.99897726786394,-199.04144772633327,-93.05960047754665,-13.463337906174914,-1229.0396025582106,-902.1794486550955,-571.5026972110402,-1511.5824730570814,-715.4668322385701,-491.35175699987633,-1052.0279166145785,-721.1910268404332,-429.1136277342126,22.74636917322283,198.4497946745783,378.4563516362208,-88.97487422966128,274.81378073739154,514.1125378416491,17.967935159511512,295.6590365223206,572.6413931639935
214,1,DS29,54.07,92.06,11.57,simulated,183.6105459355878,142.3727734756336,86.08386796952804,112.61306734766944,75.19851003735369,101.60180526267594,-58.83060474475274,19.178010552590468,69.82892130004599,-653.0811718257338,-461.7603278064563,-250.6767035940731,-824.8093084695461,-392.79727444054174,-259.0318312999059,-599.4443016797177,-416.2213699860986,-248.5594585747581,-27.34134685454049,54.802383840033656,127.00999960006011,-106.17892571913958,88.55491205354602,198.92227257726336,-31.907092866999676,114.67421751111024,244.3984437225405
216,1,DS29,54.07,92.06,11.57,simulated,383.49567317109984,302.08713540972144,187.51137764014265,226.159820241715,44.56208788648422,48.6798044686858,-231.62132221221844,-129.18813300052344,-67.3625595389218,-1412.7152413881545,-1063.7358500510834,-692.8223181024428,-1732.850221156697,-843.4277337691486,-609.6960657634345,-1203.5681439054904,-851.6009435522575,-551.6666915036319,26.154475022069505,221.61394266780684,424.7144712266021,-98.87538767359592,302.5809036947787,553.8119741249407,13.985637101424231,303.6469789683773,570.5536042285476
221,1,DS29,54.07,92.06,11.57,simulated,192.69121687099022,158.23105819244856,107.36112559828612,120.8442042401069,113.66665601908355,142.90309806030143,-17.05567047247358,89.41585867435086,172.87643976690282,-673.3717458723831,-501.3991903984621,-316.7957656172729,-859.2658334912328,-439.4565242475789,-324.67452138866156,-636.2306299445264,-476.41760156131625,-339.15024086125396,-57.290489218853054,13.597948699166693,73.80893488775541,-145.65934353703628,47.03206414136051,137.35901981961553,-46.47301819556151,100.40824396812437,221.39423253336082
222,1,DS29,54.07,92.06,11.57,simulated,262.84592437094466,200.9615140165088,113.50879285405382,156.79055823262283,50.98039372667263,50.47918586871251,-131.94019435171836,-46.9344821519708,7.364693625102786,-957.3825614938879,-691.9315810872456,-399.85117743756246,-1188.9984468377843,-560.7988727269908,-366.8918067066865,-844.5573025186613,-586.2802226986431,-362.0727046603483,-2.5498941053255066,130.28679632398385,264.5201791619253,-103.12716666401269,173.63593517915348,333.89743863104184,-19.085439570700032,179.88865077336987,348.24566537451545
223,1,DS29,54.07,92.06,11.57,simulated,223.38669170290805,177.02035988835243,114.27485161258369,133.31536914554655,49.430019689961526,57.524720718266494,-102.9271188254488,-39.40660377901918,-11.512365665369206,-811.6011287823562,-607.2297895963325,-390.8573495957708,-1007.0151708354028,-491.56300964224056,-350.04481799949343,-714.9054558483883,-500.83845245497656,-307.50914048633,-12.267520994898462,94.67008419420122,201.20436270417338,-98.15877321464768,135.87188826794903,283.3856845289199,-27.38550866770271,140.83382747524882,297.13729049505054
226,1,DS29,54.07,92.06,11.57,simulated,234.29258381454298,188.14515820575386,125.07394273077877,139.02755917203996,38.69906255001403,50.748671802849294,-132.38977833276545,-63.87983826373779,-20.403990684555104,-859.7376358122493,-656.3022905382637,-447.7812410627127,-1055.172247006226,-522.7775025619339,-393.2394867574899,-732.7909648153254,-523.8723527762237,-344.09324975731363,10.260229243598417,125.31692737309831,242.85307922040835,-65.13856898129751,180.3766491541724,337.491455494918,10.347875474163402,191.44817385456304,366.0735258539674
227,1,DS29,54.07,92.06,11.57,simulated,292.481127452376,233.53998432339478,153.53016252136004,180.997849271278,138.03911026170067,184.4195355777974,-76.08783417228378,71.59301518970088,194.0578727564065,-1036.77805457543,-755.8022451238526,-462.91653191377134,-1308.1393206189928,-643.32394560722,-457.0000748955018,-948.7381100064717,-681.4328368574402,-448.1270210667624,-49.56860287875952,74.66252841407845,184.41819999186927,-170.84301535687058,136.31967688255915,303.50945414898786,-34.680377416292,206.867544225497,429.3032646775527
229,1,DS29,54.07,92.06,11.57,simulated,159.3954496443247,129.58426129382102,85.80704886957622,100.75492805847216,105.5165817205764,118.6521451678955,13.749357128294609,106.51165892543274,167.08106010756853,-550.351414727813,-405.2108988266586,-251.54344132986958,-711.111942113835,-360.29886861897086,-254.12766256515525,-540.856066073721,-400.2070161503507,-270.42505434804036,-68.1429379694099,-11.657617207197177,36.48104961527868,-153.8429128067334,4.956005219528038,76.65457236180903,-68.32542624989631,48.6752889277071,135.52637961244358
233,1,DS29,54.07,92.06,11.57,simulated,162.87630114618528,127.73973137315903,78.09580617361317,102.7395732854014,102.71793836892088,114.13910723544635,5.5469641509835625,100.64020543208471,167.52508919927484,-563.8746163067067,-399.516054705274,-226.00367063472646,-729.1082467151762,-354.3329758520463,-228.21991550821838,-554.3633129057533,-396.27921763679103,-248.21056978870516,-64.05576906157125,-0.7811642067075866,54.61937594716696,-152.7799587581198,14.806382799668754,94.97298821136675,-68.33989979007714,58.313720866794114,157.4752447693465
234,1,DS29,54.07,92.06,11.57,simulated,158.71108730897978,126.61335430849135,80.86768921641898,100.32941831275585,107.30789466759478,112.72618047061627,27.187884842106428,116.702100897665,165.31357007012005,-545.1672720062742,-394.3398166211179,-236.77514612338112,-709.1934257318145,-351.54149534746784,-235.10878220060744,-547.7917731451197,-393.03178242580873,-245.1080300669637,-79.56571799490376,-21.976734315139396,27.79803508068015,-174.04061272968812,-13.307465321190548,61.21960253478071,-91.0387304299687,25.700106569085108,112.73606919302381
235,1,DS29,54.07,92.06,11.57,simulated,335.573254481063,252.20737877694617,138.05831211408142,193.68784947339563,-17.988119738625755,-25.828800111459532,-272.52009585537957,-211.9259619628785,-177.87604500960012,-1257.7860246229498,-918.1805435356762,-552.6400170496435,-1525.8475342299207,-702.7810773962573,-467.8434793292546,-1037.9099644052558,-693.9370700280198,-400.2946205262912,71.9801688095975,267.3423488444702,475.08642864327317,-24.82987180132261,341.17240930321833,586.5146658704256,45.87017668591807,311.3597647210262,569.7889880839787
