V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3,sample_idx,loadcase,source,damage_state,damage_label
270.6081112229589,195.3626265773678,127.24921296990874,12.920692547738504,4.712655567955743,-7.0465646159117625,-268.1409608883489,-176.70214640019802,-153.44010108839052,-1023.8627395085305,-749.4283206096821,-478.57049254346975,-900.1486763378891,-644.3818768043305,-408.28022140109124,-791.7412300646424,-514.8329352535256,-271.065559670999,106.93576726790658,314.6120110505534,484.1002685775233,162.1063423624052,413.92489452595237,638.1490352908695,87.02417271382143,406.5818580935886,645.9067597540142,0,71,generated,pristine,0
289.6102234782044,198.53549023942404,104.90080015839936,81.97688944979869,18.396428872299058,-34.87997034630427,-239.12676574925763,-203.74223449165285,-138.05201755095032,-1013.8086374832715,-740.478077918399,-438.5438752068819,-933.3407732478315,-655.5681109552913,-363.98188864900396,-861.8122301096871,-546.0748614450102,-296.696224037873,55.84766540752486,219.60940228965285,406.83327747783994,46.16603911413273,245.9615970336616,465.71863699133314,-101.36880735430765,175.77993411642387,435.80571809411117,1,71,generated,pristine,0
274.1152291510459,228.9824036188617,183.72423408371765,46.431416744945665,58.28785986351564,63.83673667976046,-206.35236756758246,-136.85140074373268,-113.79784600756483,-1050.404611321331,-838.6131677059117,-620.8315730072962,-955.0743965185575,-746.1977919245464,-508.17391563105673,-851.2943788210257,-642.3135035727589,-396.7951710016588,134.6737065429487,319.16887028817234,465.3635323856353,222.9286389205347,457.11797526610457,663.0898085469911,187.36209425725406,427.14504686672956,650.777911678349,2,71,generated,pristine,0
312.2327805728904,217.55694794995355,117.33560625376845,-2.5097288738696903,-35.46327842977733,-65.8674207214371,-341.97089940726806,-301.91384804055707,-243.04162104712702,-1193.90770769121,-865.3851504800227,-511.5745517802648,-1061.4919197384825,-745.667455205547,-462.1771937391646,-894.6660188719416,-589.6047791792666,-330.14141699799023,-101.94488464471945,119.57599588756412,341.1647723003977,-166.78557955147596,125.87585397016659,401.64468269194924,-244.66183512317724,79.67031011727306,394.78629732043714,3,71,generated,pristine,0
290.0663898406943,220.1995373218241,150.25823986370477,40.72042578717731,22.580745340214083,8.897932718924608,-245.06599446680443,-201.2883088229547,-171.69308967779818,-1093.4303724208971,-830.1629038750726,-555.0054549605297,-974.2275297578655,-729.4515987591064,-484.7733811834603,-846.008129545013,-601.662129421702,-368.8016003764331,116.75816527508468,318.0142854509505,492.1859188586182,177.31592293890367,421.4793869816884,644.2084244479419,104.49183571826012,367.7435982291828,624.7510559922948,4,71,generated,pristine,0
274.47672680838315,195.04372534578897,111.54059821480703,81.22193533010099,34.97459480063229,-21.536302335439586,-139.24162313447871,-144.25474996989544,-159.6432573855767,-991.477373199625,-720.3825397410104,-418.697232588368,-904.0622209084734,-644.9186964034571,-346.7462638427397,-843.9101738637404,-572.3241824967886,-298.17850309901354,66.57600686111374,237.49194350825854,411.12540872638056,97.40820780592952,287.998610579197,487.4940702258697,15.876614432760277,204.15386484449078,400.42712330694263,5,71,generated,pristine,0
303.119719241814,222.68609991606633,140.92952611292958,45.39653461465625,5.812785994978938,-35.242264719514594,-266.6757056150335,-229.72099869129383,-197.09789090827496,-1127.352131848321,-853.881878402653,-572.5673910695714,-1007.8391481711005,-735.2981891409402,-483.8547114056985,-865.1928519724318,-579.138575695267,-330.48476398054675,27.01171549531665,219.1316083931687,396.21958965613186,29.608395538415948,275.0989537678964,510.43761756380036,-54.18595571845054,232.0389362160467,493.45795938142635,6,71,generated,pristine,0
250.3554488995299,193.7235516750781,133.68706036053572,-13.634670166214756,2.772693998388341,27.187594658406006,-283.5117570875195,-212.72189459354618,-148.08390666374217,-985.7829887683462,-736.181571886971,-455.5565346835132,-880.3836647990703,-648.679296520729,-410.35554024787376,-802.42649157168,-542.0573428815163,-325.831198400125,150.59041155816539,352.25061990938883,525.5984095865095,233.6582826020056,481.84676286339766,702.7404719660962,155.2955531316736,473.89753394420717,695.3704513414409,7,71,generated,pristine,0
262.76019346744323,203.47276056603494,127.49540094716983,5.6335893958818914,11.183078880733103,-0.3191696840705731,-237.17644377113032,-173.44401813279916,-188.36210182529118,-1055.820298764223,-785.3518749960513,-476.981698229701,-976.1490837090798,-709.2685600426687,-445.96395224294895,-864.3878942261431,-623.0329324398542,-349.51730242634255,161.30347986870305,360.59179488258826,527.0092778461178,219.25938855088657,474.0082939696497,675.3294457618491,203.1036630521989,439.65258884149256,647.941671434986,8,71,generated,pristine,0
294.9764021588819,203.46689047940202,108.4158772687052,101.91481059364753,40.677451746409716,-12.252453917072723,-174.3643448249252,-166.27163054849268,-142.48628681732146,-1027.7103667497365,-743.2454172927057,-423.13788163567665,-943.8564739051275,-670.3239355594062,-372.5801435873309,-875.373450580663,-575.5723877594462,-330.8392294260377,69.10550597762031,239.21462674984144,417.992766227543,79.76965025552101,278.2470055912319,487.6353790529957,-52.87322516995289,193.05388675616553,403.7729582172739,9,71,generated,pristine,0
