loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
111,1,DS39,174.35,32.57,9.71,simulated,132.14890819163435,103.74735754121436,73.4570599217121,92.01935118027488,95.30011438966513,94.24355446657029,32.57828579856446,76.34668390717479,57.58011406699275,-444.52986209369675,-335.6953726367117,-218.91224803483948,-435.3423777277558,-336.19508811628293,-227.21987733689554,-425.6663835023294,-327.8625957291599,-236.91645091192834,-52.42823961767526,-5.658096274227233,34.237827407963294,-45.52878169041837,9.825853848213072,63.95772212624861,-49.14784239033207,35.019280897119515,42.79797955484999
113,1,DS39,174.35,32.57,9.71,simulated,360.15201382591533,271.61587494155634,184.91559685883766,129.42305873926816,126.51604651227457,148.2160454140797,-162.68719346418226,-65.71410491970938,-216.1575718524205,-1290.6942993079074,-954.1183240737099,-599.2030632339311,-1198.9405724990268,-889.5774517968497,-572.4033939589561,-1086.8864255825085,-790.2017662791097,-450.2261145859416,6.596497078067614,208.20341598641124,378.5475019518462,44.230834557724165,292.71452743101344,550.6952885932642,-0.7190011697451837,319.8559536617423,492.446128486282
114,1,DS39,174.35,32.57,9.71,simulated,246.12921362827444,193.93169300942517,143.39609287178294,122.27415251367938,121.60105238360775,125.63312555089118,-34.76693090725265,31.485249376206568,-49.7900789344292,-861.1156349879908,-663.0925276978946,-457.57289117060793,-813.9243702388001,-629.387797385191,-439.8455792604474,-759.7893769883117,-576.9203264334369,-387.93831120733614,-40.3223954550927,73.01759077494646,168.95287867339854,-18.156763625526878,120.78094737025918,265.1848535288977,-38.61344203864405,146.74077528171324,214.616185828634
118,1,DS39,174.35,32.57,9.71,simulated,229.8544704373883,179.07639064008447,126.14381455726559,135.53699506430672,144.23558692412553,156.59158029053066,2.6886154418843673,81.64903337519961,31.996103579744496,-788.4050601084081,-590.1549827750129,-375.30743615381743,-758.8450323347932,-581.7020213411214,-392.28055861228694,-721.5867208204131,-551.9667340857328,-384.1285730193009,-57.00718535809125,38.03273467594505,115.23509371266903,-37.638277756846264,78.50304450989032,191.0682151450933,-46.070826742047984,122.57884659028048,160.34104142975627
11,1,DS39,174.35,32.57,9.71,simulated,268.5322359509736,214.8389720325859,158.88984643891067,178.5721331143193,191.657604931909,199.41671707194544,48.18649416835226,146.39522268263286,104.11137691078382,-908.7892362133465,-698.6139519470601,-475.0368978978181,-882.9167232733442,-694.9846169408568,-491.8885541943356,-850.770596790818,-669.7837871499133,-506.22312336977706,-91.1848003954708,5.063189136653392,83.56001446906217,-68.65197063576022,48.43701521539944,159.67782092488298,-68.53125846742239,111.60828721535046,119.08906333610835
121,1,DS39,174.35,32.57,9.71,simulated,286.04707739791064,218.1502743484884,152.46642310234225,96.61033905489587,91.72843369339269,104.16004806438744,-137.88613555288794,-66.41564824303784,-193.30062990837078,-1030.2235787798138,-774.8071301390987,-510.54409440853647,-952.2714674338833,-715.049607805617,-473.55347811622676,-858.5015154644155,-629.3159885879608,-362.92267272485253,10.334113265808355,172.06301454026732,311.56549365001933,41.742708678023234,240.76593076189397,449.8665978686289,4.121201810402113,257.4295353673455,400.6897462459581
123,1,DS39,174.35,32.57,9.71,simulated,197.02028338400936,157.0575277294746,116.56029326240368,127.35699239245471,135.3560535853065,141.42194619842311,28.744243392806062,98.59209205649785,61.794787929001174,-669.3843087071385,-513.7961947649088,-350.8290042385883,-648.1007603413881,-507.31889065898696,-358.34935421269586,-622.3262549856289,-485.07790935012963,-356.47582356339666,-63.10219795322169,10.530399340958098,70.70019501285778,-46.830464840063996,43.409202850661785,131.55122367968912,-48.696234030033594,87.09780360927937,102.95214722107167
125,1,DS39,174.35,32.57,9.71,simulated,425.9098391310113,330.7273535555557,241.6391569606016,112.03751958871345,88.43287673379879,81.5090719110009,-253.12174087625047,-175.72742669043626,-394.66461726880584,-1557.5227480911146,-1208.3309704910737,-848.6289741735432,-1419.3022264842743,-1084.991301170575,-748.5627805034201,-1261.9390739196465,-934.6241819954499,-566.7827729792671,41.495650664530444,293.78183794966054,515.3053309395825,90.91503101238823,397.9808285885435,724.545415403343,17.88857288951033,384.54733312370183,591.0615678138771
129,1,DS39,174.35,32.57,9.71,simulated,298.17174667147026,237.74340903039146,178.86587714145267,137.90337283509945,142.74965872831544,158.6041501738019,-66.38406431104394,17.57868372274475,-82.57874746511854,-1049.0003967262223,-814.849590904938,-565.6012706206665,-985.6496679265631,-772.7340997562791,-553.7460343256279,-908.6169573334693,-702.5774948350422,-494.8531849772753,-33.58270129626163,105.09893903311496,218.7322883460396,0.13435434934098112,172.07657388654167,345.7162013633474,-22.431800040257485,208.46200190633851,286.8431445457154
130,1,DS39,174.35,32.57,9.71,simulated,222.96998308913598,165.74842591981906,106.41171321498572,86.61393013186739,75.63505033203677,63.28150934374079,-80.84111876093404,-28.286104725210667,-108.12273782781658,-795.3768001513911,-583.5035097508435,-350.8652914144067,-743.4579018075918,-545.4222426085096,-332.3064554424883,-686.6615443721702,-497.7468256623592,-299.1738525231184,-9.047517745621008,113.35596002222243,220.4795999070992,7.228808914044237,151.0324387241862,294.5846858844118,-26.429534291332118,150.9389726025824,221.2842763161394
131,1,DS39,174.35,32.57,9.71,simulated,278.2329239259732,214.77040654555572,152.0866702178375,120.37532715941514,114.01812374369462,115.13252900077016,-76.29719770991406,-10.532938582777007,-113.61559822927242,-984.6244031698351,-745.7537406551021,-490.76206522260384,-923.6026303163748,-700.6576176903491,-468.45969478303437,-854.4772191026033,-635.4711890923614,-402.25385644448346,-26.22717343589983,113.95199780363828,233.53891658911894,-2.2588347300347777,167.73952246682035,344.7445221166363,-36.424618787857526,180.14713564825672,275.33842129699417
