V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3,sample_idx,loadcase,source,damage_state,damage_label
176.89216641901942,138.74589683375254,90.81726003552964,131.9819683560911,135.98988530139366,137.7810039053208,48.54202076361963,124.53018959811834,200.52388508403868,-601.7114811462661,-448.30054252423736,-275.38568241630696,-609.2196063646697,-464.95393446435696,-316.1213635126952,-623.1899653329008,-480.96288080035856,-317.1775776463248,-104.56942735469167,-43.461968367684946,3.0992864292283997,-104.47881238576396,-40.0145954996564,22.98739356558289,-133.12754769800367,-20.16683082863988,82.99889951067898,0,537,generated,pristine,0
172.75142271581126,137.61965596270238,100.09856571094015,126.36319464184012,126.66861069647825,121.43711537595732,82.28716287800552,117.22161306140741,151.94989941519566,-593.8363248933415,-447.8094682517224,-302.93292245844845,-586.7900206947436,-440.40805697970154,-296.97998275203736,-566.8663594055304,-426.59514393906056,-300.2830896511724,-84.75380089083163,-20.30574570199646,35.89657594398174,-82.35400995168087,2.5140518945868386,73.32247358002766,-66.12162526626227,23.98254908461881,110.47285287898214,1,537,generated,pristine,0
171.30576829228045,134.88608460268813,96.52812759496751,139.68595606175538,141.62424710083548,141.34906374223584,77.1147332362986,139.4178784857222,202.3749001677275,-564.4470350990456,-423.2379912521089,-276.55630837663136,-567.951234750828,-427.8775529341485,-273.7172464791216,-568.2964265589133,-434.2311741408263,-290.65560396518777,-92.18113928306339,-38.21578082404739,10.12315478228195,-88.97684325442728,-25.390541840633347,45.20738204817117,-92.75628217311251,-3.580220850441993,90.29716897132612,2,537,generated,pristine,0
162.86623851496867,126.73380234064464,92.01771403286608,90.34726105071917,91.428947741455,100.9407276897145,8.2518097629453,48.30179061904488,136.34050735092757,-566.6220931596278,-426.0570809547394,-290.1422024287322,-549.3645211640261,-400.1420169418965,-270.7155240426324,-510.1483318358845,-357.54438931047673,-256.05153282796243,-84.24678485572677,-14.381909730439487,51.76300184866842,-100.80037185170028,7.206025090463925,99.15943184011138,-97.63299680367936,37.17174016167728,168.0087616720569,3,537,generated,pristine,0
171.59853629347992,128.58012731721414,80.33053948069644,156.9547470214188,157.17280825975777,152.36482810716223,107.84114460776402,180.7468174668161,233.2293695620386,-552.2271624587216,-391.3503857461147,-208.51768737218183,-585.6448350072551,-426.8827546688876,-246.81564269879232,-613.0001966307292,-471.53671908387776,-306.0510433807928,-63.26534213067042,-21.082546495124493,23.33837248210127,-72.52767148187847,-14.216718138544822,37.465352210946996,-71.87856754809734,9.672887548247761,77.85425043473073,4,537,generated,pristine,0
173.60459706453946,133.6092824404817,74.90753213403391,157.5723211720976,150.86447046795087,139.11504283542166,108.87101018672641,161.91001250142278,194.29766608946576,-573.4107989355891,-420.41049993031965,-223.6716963765238,-616.8869488654248,-463.5800847961096,-298.7734844633332,-623.2082626685781,-515.0495529837999,-356.25581771918814,-68.32450556379196,-35.39485039916943,8.382696287300831,-88.13545349121465,-42.84896295123724,-7.738580820962767,-87.73090113030769,-44.551365295818826,23.41386446798596,5,537,generated,pristine,0
171.05629374082554,133.04745450498265,92.78923914773225,131.82156118822988,129.03338625519012,123.92922629241527,64.0662261051147,122.76774307007645,186.50931965771957,-569.3805047853764,-428.4475248048683,-290.4745767847453,-562.3836685777832,-425.5454785539242,-287.00276293661386,-553.2962031126615,-422.1034083332513,-284.321635165477,-66.57184463958497,-7.739281774575399,43.861305315444724,-57.5170409872031,13.007584026279428,79.46957969748807,-61.27686262837041,38.8785576096944,136.33162138726544,6,537,generated,pristine,0
176.40843615099908,133.92400831512566,85.7385044051074,152.24184903113476,141.53012230180155,133.3961412327422,92.44297923583954,131.65409417412383,185.45346147657094,-565.1256561285918,-418.889320052628,-249.37399349437123,-578.3071535683226,-435.9831030100064,-278.40048449887894,-588.6280032573621,-455.82877662074384,-311.0970353297074,-75.75539194797418,-36.645913778782976,7.142789715927297,-89.75421534033978,-37.43582961792768,22.11140304837572,-95.46285369490298,-33.395325516163275,57.66494570810045,7,537,generated,pristine,0
168.72302316317234,138.5332646408392,104.1814854830638,131.4842335446888,140.72994431548292,146.39485471893775,70.53005248638806,136.75447161554752,197.01036271690947,-572.1485128908917,-442.12296173858374,-300.22633043943756,-591.1341374353382,-454.88900870811267,-306.2773146182575,-611.1390091188254,-472.4648128836823,-307.73854430870523,-59.23114490561052,-9.2636655852683,30.48690026012949,-50.11545962903993,16.973756252002897,75.23399603757198,-57.709122102347045,41.73314969658604,134.3587877369777,8,537,generated,pristine,0
161.2556312590105,116.44187064927392,73.8786596871486,117.12079137688757,117.04561483783509,123.78859122621958,62.8688158983107,107.33018276429904,174.94599768131351,-535.4926805763794,-367.62168905517245,-198.0535472642271,-512.9562509915488,-370.2181350366914,-221.15434886210073,-527.3324356032062,-373.50733449747304,-240.35481058227128,-59.101962543854036,14.531834234771551,70.90590045942933,-38.84803279244944,38.20944440254712,108.59609099902748,-49.21828541924394,60.98152931356415,154.72613041127642,9,537,generated,pristine,0
