loadcase,damage_label,damage_state,x,y,r,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
100,1,DS5,64.31,137.77,6.59,simulated,186.334035574812,156.6002061982586,95.62394081377747,135.90227583802147,127.22644507575716,144.44327506184322,-20.43444481659627,46.61426221566355,137.40235277178883,-765.8706750837764,-513.8380402525324,-277.7045870487287,-749.5442200756261,-521.8638788533577,-306.18712839468213,-688.8434517965726,-490.8450568101832,-301.7081826737944,-78.84710616394295,51.27834384168159,144.27194025580417,-13.29567503783494,111.39715831341888,219.9688650565838,-43.653757217158045,123.85556273786372,306.79710810266533
101,1,DS5,64.31,137.77,6.59,simulated,215.85364749404195,191.2032947466634,134.54954047146612,164.72803837038992,156.61740264832144,169.9128425252937,11.050585785574592,80.05904920100872,168.41618516775594,-871.9925241967826,-627.391326115412,-407.4267207391597,-853.6620772260552,-629.8857558164311,-426.1157914965882,-790.7611470722024,-596.9032510953133,-414.2054485324911,-111.57074000701175,22.26887596968382,115.49142060864773,-35.327333774335784,90.03962011383638,198.55810763702019,-65.0524249370988,99.50179228820963,277.62512769334813
102,1,DS5,64.31,137.77,6.59,simulated,211.87296995394993,186.50135430415966,118.55474872267087,98.60166637510176,47.890109227087194,38.83135368538319,-176.0443382061613,-138.33439430482787,-96.68286541643847,-979.0791479561574,-690.5648486868782,-438.2144644191915,-916.6420447239263,-645.6560539516976,-399.5468910083267,-781.5987379880794,-540.1637908457432,-311.4410270108428,-6.70757144229168,189.34844066095948,350.6113974841609,87.47010177990609,277.5548477829725,467.3469009734334,15.829121311162623,245.2885146542925,483.9638909292367
103,1,DS5,64.31,137.77,6.59,simulated,240.47782275594122,214.3417208933425,150.8293178374633,147.77025213686844,113.08628485211311,110.45304164360277,-92.4413398240341,-26.59110099529827,52.08168654420657,-1045.5493922894723,-752.6588526367514,-509.0404227154695,-996.9742971262924,-720.0721510038344,-471.54718417471355,-882.1280083301448,-638.0330036163658,-403.65479640111914,-62.97789139572308,125.11334736062855,271.49451618687027,35.49052854661676,217.25881369819894,396.94916422310945,-17.375413798767966,210.65489917151012,450.99418928066564
104,1,DS5,64.31,137.77,6.59,simulated,253.77328974386236,214.6839431757025,129.96406842092586,141.8737088086618,98.28893478161504,99.06871005505666,-149.82869078456963,-85.45115395911685,-6.152122121428768,-1123.0882470398053,-752.8914797887239,-400.7444340736119,-1070.8284348649015,-731.0141266640721,-407.2617581580853,-942.099020539241,-646.573475938866,-371.01143582361044,-41.613266283159476,175.0777492339247,336.49910145689154,59.594438147726976,269.23036663685144,466.5273132627904,-14.045792975886911,241.41430947285664,488.18049664158593
116,1,DS5,64.31,137.77,6.59,simulated,215.74589034667497,196.00870822441433,143.94857778809927,170.15441357423424,170.69778571831435,191.69800798076378,22.849852859011175,103.1587155612349,211.5118363248862,-866.0409408553027,-636.6017344414612,-431.08520179849177,-849.4793782702134,-644.0511622512704,-458.242001969414,-786.3589857211825,-616.6030448771231,-464.68959602879414,-114.83554837087576,10.928867146534657,94.12164989955605,-32.71840661836029,84.04286590626677,177.38497700640633,-51.697219164555236,107.31811628416858,271.8928425464877
117,1,DS5,64.31,137.77,6.59,simulated,225.99681043799424,192.26325553109695,118.9478382901352,151.70558959093333,135.67963615015483,162.41374921509023,-66.16273016496338,8.346460623327049,102.09212742689658,-954.6943131474507,-642.0267412242071,-344.82318123066767,-925.2471412329544,-644.4286680289778,-382.51545143533,-834.0247807067909,-589.5545513056448,-355.36224106553203,-72.8435941390315,95.70750291478566,214.83653511582787,13.91902176946968,178.34974648495032,325.3827933603933,-30.625965969715878,183.53110927117268,406.67985898816465
118,1,DS5,64.31,137.77,6.59,simulated,197.5972633053211,175.461677295154,122.52952350492,150.01171945920416,145.77656117365598,164.12165933776416,1.7651985133666301,72.8087667611541,166.29793484588632,-803.1725951447197,-574.099267184197,-365.340213125089,-785.6962122379681,-579.5006807862422,-390.27285418576497,-723.5095747236138,-549.2972028609184,-388.0813309530669,-95.16769692739197,29.136334973175394,114.04535169540064,-21.120229661342137,95.93786300070272,193.97869353135565,-44.76605889015934,112.08168266442095,276.0926411063839
119,1,DS5,64.31,137.77,6.59,simulated,266.4006855305895,229.4662293391262,151.48341064310623,193.01190423866916,180.69640334576977,201.3468756633923,-32.75751679000197,72.69097796206162,219.44937561101904,-1104.3654574340126,-760.7365269520972,-456.0764466267197,-1075.5670453492244,-761.8834913334024,-471.003792073453,-980.2576488458052,-711.7698833651928,-461.10724739625687,-105.60155056933331,81.7263633537035,215.74487054100487,-4.705357901996308,176.02310354662643,338.2312756926475,-40.613058254890404,204.9573615792059,466.29476352459915
122,1,DS5,64.31,137.77,6.59,simulated,210.24201009275862,182.69224630096267,121.39159302291783,159.1314745619065,155.6916670291102,177.35573334157698,-5.577675155507944,77.70021764451849,193.97672680286902,-857.1167763744938,-595.7764305394944,-356.4530057850355,-839.6282374369572,-605.1366289930203,-386.7402581600626,-772.243096032088,-574.2635702201393,-392.8832196691671,-95.79222473399153,41.82623223301789,136.83130603259616,-17.314198856834878,113.55894937346415,222.56999861717958,-41.61214862935486,138.16370782841304,328.541555648277
